Occurred_Date_From,ReformattedTime,DateTime,Occurred_Time_From,Description,district,Weekday,Month,Year,100 Block,100 Block CLEANED,AddressConsolidated,Lat,Long,,
8-8-11,9:00 AM,8-8-11 9:00 AM,900,THEFT BICYCLE UNDER $5000,4,2,August,2011,800 W 8TH AVE   ,800 W 8TH AVE,800 W 8TH AVE,49.2642521,-123.121905,,
8-8-11,12:30 PM,8-8-11 12:30 PM,1230,THEFT BICYCLE UNDER $5000,1,2,August,2011,400 GRANVILLE ST    ,400 GRANVILLE ST,400 GRANVILLE ST,49.2852648,-123.1139002,,
8-8-11,2:00 PM,8-8-11 2:00 PM,1400,THEFT BICYCLE UNDER $5000,4,2,August,2011,CHESTNUT ST / GREER AVE,CHESTNUT ST / GREER AVE,CHESTNUT ST & GREER AVE,49.2735299,-123.1463033,,
8-8-11,3:00 PM,8-8-11 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,2,August,2011,HELMCKEN ST / HORNBY ST,HELMCKEN ST / HORNBY ST,HELMCKEN ST & HORNBY ST,49.2794732,-123.1265723,,
8-8-11,3:41 PM,8-8-11 3:41 PM,1541,THEFT BICYCLE UNDER $5000,1,2,August,2011,700 DENMAN ST    ,700 DENMAN ST,700 DENMAN ST,49.2921571,-123.1344178,,
8-8-11,5:00 PM,8-8-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,2,August,2011,1000 BURNABY ST    ,1000 BURNABY ST,1000 BURNABY ST,49.27845,-123.130358,,
8-8-11,5:15 PM,8-8-11 5:15 PM,1715,THEFT BICYCLE UNDER $5000,4,2,August,2011,1200 W 14TH AVE   ,1200 W 14TH AVE,1200 W 14TH AVE,49.2587506,-123.1316482,,
8-8-11,6:00 PM,8-8-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,2,August,2011,500 W 12TH AVE   ,500 W 12TH AVE,500 W 12TH AVE,49.260068,-123.1152617,,
8-8-11,8:00 PM,8-8-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,2,August,2011,800 SEYMOUR ST    ,800 SEYMOUR ST,800 SEYMOUR ST,49.2806667,-123.1189034,,
8-8-11,10:00 PM,8-8-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,2,August,2011,1500 W 1ST AVE   ,1500 W 1ST AVE,1500 W 1ST AVE,49.2713691,-123.1402677,,
8-9-11,12:00 AM,8-9-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,3,August,2011,2300 YORK AVE    ,2300 YORK AVE,2300 YORK AVE,49.2717204,-123.1574961,,
8-9-11,12:00 AM,8-9-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,3,August,2011,2400 CYPRESS ST    ,2400 CYPRESS ST,2400 CYPRESS ST,49.2647624,-123.1480703,,
8-9-11,12:01 AM,8-9-11 12:01 AM,1,THEFT BICYCLE UNDER $5000,4,3,August,2011,1500 W 1ST AVE   ,1500 W 1ST AVE,1500 W 1ST AVE,49.2713691,-123.1402677,,
8-9-11,3:30 AM,8-9-11 3:30 AM,330,THEFT BICYCLE UNDER $5000,4,3,August,2011,3100 W BROADWAY AVE   ,3100 W BROADWAY AVE,3100 W BROADWAY,49.264209,-123.1738803,,
8-9-11,7:00 AM,8-9-11 7:00 AM,700,THEFT BICYCLE UNDER $5000,1,3,August,2011,600 W GEORGIA ST   ,600 W GEORGIA ST,600 W GEORGIA ST,49.2818814,-123.1169257,,
8-9-11,10:10 AM,8-9-11 10:10 AM,1010,THEFT BICYCLE UNDER $5000,2,3,August,2011,1800 GRAVELEY ST    ,1800 GRAVELEY ST,1800 GRAVELEY ST,49.270483,-123.0675592,,
8-9-11,3:13 PM,8-9-11 3:13 PM,1513,THEFT BICYCLE UNDER $5000,1,3,August,2011,ROBSON ST / BROUGHTON ST,ROBSON ST / BROUGHTON ST,ROBSON ST & BROUGHTON ST,49.287919,-123.1299239,,
8-9-11,6:00 PM,8-9-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,3,August,2011,MAIN ST / TERMINAL AVE,MAIN ST / TERMINAL AVE,MAIN ST & TERMINAL AVE,49.2727191,-123.0999394,,
8-9-11,6:10 PM,8-9-11 6:10 PM,1810,THEFT BICYCLE UNDER $5000,1,3,August,2011,1000 DENMAN ST    ,1000 DENMAN ST,1000 DENMAN ST,49.2872987,-123.1417222,,
8-9-11,7:10 PM,8-9-11 7:10 PM,1910,THEFT BICYCLE UNDER $5000,4,3,August,2011,2500 HEATHER ST    ,2500 HEATHER ST,2500 HEATHER ST,49.263337,-123.1198557,,
8-9-11,8:00 PM,8-9-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,3,August,2011,900 BURRARD ST    ,900 BURRARD ST,900 BURRARD ST,49.281874,-123.124402,,
8-9-11,9:26 PM,8-9-11 9:26 PM,2126,THEFT BICYCLE UNDER $5000,1,3,August,2011,DAVIE ST / HOMER ST,DAVIE ST / HOMER ST,DAVIE ST & HOMER ST,49.2752511,-123.1232683,,
8-9-11,9:40 PM,8-9-11 9:40 PM,2140,THEFT BICYCLE UNDER $5000,4,3,August,2011,2100 BLOCK BURRARD ST   ,2100 BURRARD ST,2100 BURRARD ST,49.2762989,-123.1332733,,
8-9-11,11:00 PM,8-9-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,3,August,2011,300 POWELL ST    ,300 POWELL ST,300 POWELL ST,49.2827475,-123.0975859,,
8-10-11,12:00 PM,8-10-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,4,August,2011,1700 ARBUTUS ST    ,1700 ARBUTUS ST,1700 ARBUTUS ST,49.2707801,-123.1526555,,
8-10-11,1:00 PM,8-10-11 1:00 PM,1300,THEFT BICYCLE UNDER $5000,4,4,August,2011,800 W 12TH AVE   ,800 W 12TH AVE,800 W 12TH AVE,49.260502,-123.1218318,,
8-10-11,2:00 PM,8-10-11 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,4,August,2011,900 CANADA PL    ,900 CANADA PL,900 CANADA PL,49.2872868,-123.1137298,,
8-10-11,5:00 PM,8-10-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,4,August,2011,2700 LAUREL ST    ,2700 LAUREL ST,2700 LAUREL ST,49.2615307,-123.1253629,,
8-10-11,7:00 PM,8-10-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,4,August,2011,1800 HARO ST    ,1800 HARO ST,1800 HARO ST,49.2908244,-123.1365931,,
8-10-11,10:43 PM,8-10-11 10:43 PM,2243,THEFT BICYCLE UNDER $5000,2,4,August,2011,300 BLOCK WATER ST   ,300 WATER ST,300 WATER ST,49.2839614,-123.1072798,,
8-11-11,8:30 AM,8-11-11 8:30 AM,830,THEFT BICYCLE UNDER $5000,4,5,August,2011,1400 CREEKSIDE DR    ,1400 CREEKSIDE DR,1400 CREEKSIDE DR,49.2728414,-123.140901,,
8-11-11,11:00 AM,8-11-11 11:00 AM,1100,THEFT BICYCLE UNDER $5000,1,5,August,2011,1600 BEACH AVE    ,1600 BEACH AVE,1600 BEACH AVE,49.2841138,-123.141911,,
8-11-11,12:00 PM,8-11-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,5,August,2011,400 W 18TH AVE   ,400 W 18TH AVE,400 W 18TH AVE,49.2548137,-123.1127071,,
8-11-11,5:00 PM,8-11-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,3,5,August,2011,0 E 11TH AVE   ,0 E 11TH AVE,0 E 11TH AVE,49.2611581,-123.1048723,,
8-11-11,5:00 PM,8-11-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,5,August,2011,2500 W 10TH AVE   ,2500 W 10TH AVE,2500 W 10TH AVE,49.2631485,-123.1647652,,
8-11-11,7:00 PM,8-11-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,3,5,August,2011,2500 ONTARIO ST    ,2500 ONTARIO ST,2500 ONTARIO ST,49.2627346,-123.1048814,,
8-11-11,8:00 PM,8-11-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,5,August,2011,1100 BURNABY ST    ,1100 BURNABY ST,1100 BURNABY ST,49.2797459,-123.1323765,,
8-11-11,11:00 PM,8-11-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,1,5,August,2011,900 BURRARD ST    ,900 BURRARD ST,900 BURRARD ST,49.281874,-123.124402,,
8-12-11,1:00 AM,8-12-11 1:00 AM,100,THEFT BICYCLE UNDER $5000,1,6,August,2011,1300 BURRARD ST    ,1300 BURRARD ST,1300 BURRARD ST,49.2762892,-123.1332878,,
8-12-11,9:00 AM,8-12-11 9:00 AM,900,THEFT BICYCLE UNDER $5000,3,6,August,2011,0 E 4TH AVE   ,0 E 4TH AVE,0 E 4TH AVE,49.2673752,-123.1046162,,
8-12-11,12:20 PM,8-12-11 12:20 PM,1220,THEFT BICYCLE UNDER $5000,3,6,August,2011,2800 BENTALL ST    ,2800 BENTALL ST,2800 BENTALL ST,49.2596707,-123.0319805,,
8-12-11,2:15 PM,8-12-11 2:15 PM,1415,THEFT BICYCLE UNDER $5000,1,6,August,2011,900 BLOCK BURRARD ST   ,900 BURRARD ST,900 BURRARD ST,49.281874,-123.124402,,
8-12-11,5:30 PM,8-12-11 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,6,August,2011,1300 W 11TH AVE   ,1300 W 11TH AVE,1300 W 11TH AVE,49.2616304,-123.1336643,,
8-12-11,7:00 PM,8-12-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,6,August,2011,3700 CAMBIE ST    ,3700 CAMBIE ST,3700 CAMBIE ST,49.2520403,-123.115171,,
8-12-11,8:30 PM,8-12-11 8:30 PM,2030,THEFT BICYCLE UNDER $5000,1,6,August,2011,1100 NELSON ST    ,1100 NELSON ST,1100 NELSON ST,49.2824231,-123.1279187,,
8-12-11,9:00 PM,8-12-11 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,6,August,2011,CAMBIE ST / W 7TH AVE,CAMBIE ST / W 7TH AVE,CAMBIE ST & W 7TH AVE,49.2649139,-123.1146963,,
8-12-11,11:00 PM,8-12-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,1,6,August,2011,GRANVILLE ST / HELMCKEN ST,GRANVILLE ST / HELMCKEN ST,GRANVILLE ST & HELMCKEN ST,49.278201,-123.1245934,,
8-12-11,11:00 PM,8-12-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,3,6,August,2011,KINGSWAY AVE / E 10TH AVE,KINGSWAY / E 10TH AVE,KINGSWAY & E 10TH AVE,49.2619775,-123.0985997,,
8-12-11,11:30 PM,8-12-11 11:30 PM,2330,THEFT BICYCLE UNDER $5000,1,6,August,2011,900 BEATTY ST    ,900 BEATTY ST,900 BEATTY ST,49.2764821,-123.1156081,,
8-13-11,12:00 AM,8-13-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,1,7,August,2011,400 GRANVILLE ST    ,400 GRANVILLE ST,400 GRANVILLE ST,49.2852648,-123.1139002,,
8-13-11,2:00 AM,8-13-11 2:00 AM,200,THEFT BICYCLE UNDER $5000,1,7,August,2011,2000 HARO ST    ,2000 HARO ST,2000 HARO ST,49.292635,-123.1393917,,
8-13-11,2:00 AM,8-13-11 2:00 AM,200,THEFT BICYCLE UNDER $5000,99,7,August,2011,1 NK_LOC,1 NK_LOC,1 NK_LOC,, ,,
8-13-11,2:30 AM,8-13-11 2:30 AM,230,THEFT BICYCLE UNDER $5000,2,7,August,2011,E PENDER ST / GORE AVE,E PENDER ST / GORE AVE,E PENDER ST & GORE AVE,49.2803441,-123.0973384,,
8-13-11,12:15 PM,8-13-11 12:15 PM,1215,THEFT BICYCLE UNDER $5000,2,7,August,2011,1400 QUEBEC ST    ,1400 QUEBEC ST,1400 QUEBEC ST,49.273098,-123.1016084,,
8-13-11,2:20 PM,8-13-11 2:20 PM,1420,THEFT BICYCLE UNDER $5000,1,7,August,2011,2700 STANLEY PARK DR   ,2700 STANLEY PARK DR,2700 STANLEY PARK DR,49.3024065,-123.1280763,,
8-13-11,3:00 PM,8-13-11 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,7,August,2011,1400 CARTWRIGHT ST    ,1400 CARTWRIGHT ST,1400 CARTWRIGHT ST,49.2701167,-123.1352129,,
8-13-11,4:00 PM,8-13-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,7,August,2011,2900 W 24TH AVE   ,2900 W 24TH AVE,2900 W 24TH AVE,49.2510292,-123.1731797,,
8-13-11,4:15 PM,8-13-11 4:15 PM,1615,THEFT BICYCLE UNDER $5000,2,7,August,2011,0 W PENDER ST   ,0 W PENDER ST,0 W PENDER ST,49.2805977,-123.1049393,,
8-13-11,5:30 PM,8-13-11 5:30 PM,1730,THEFT BICYCLE UNDER $5000,1,7,August,2011,1400 HOWE ST    ,1400 HOWE ST,1400 HOWE ST,49.2754824,-123.1306526,,
8-13-11,8:30 PM,8-13-11 8:30 PM,2030,THEFT BICYCLE UNDER $5000,1,7,August,2011,1000 HOMER ST    ,1000 HOMER ST,1000 HOMER ST,49.2773369,-123.1201873,,
8-13-11,8:55 PM,8-13-11 8:55 PM,2055,THEFT BICYCLE UNDER $5000,4,7,August,2011,2300 W 4TH AVE   ,2300 W 4TH AVE,2300 W 4TH AVE,49.2681999,-123.1576218,,
8-13-11,9:15 PM,8-13-11 9:15 PM,2115,THEFT BICYCLE UNDER $5000,3,7,August,2011,E BROADWAY AVE / MAIN ST,E BROADWAY AVE / MAIN ST,E BROADWAY & MAIN ST,49.2629154,-123.1010423,,
8-14-11,12:00 AM,8-14-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,1,1,August,2011,DUNSMUIR VIA / BEATTY ST,DUNSMUIR VIA / BEATTY ST,DUNSMUIR VIA & BEATTY ST,49.2798415,-123.1106247,,
8-14-11,7:30 AM,8-14-11 7:30 AM,730,THEFT BICYCLE UNDER $5000,1,1,August,2011,1000 BURNABY ST    ,1000 BURNABY ST,1000 BURNABY ST,49.27845,-123.130358,,
8-14-11,11:30 AM,8-14-11 11:30 AM,1130,THEFT BICYCLE UNDER $5000,1,1,August,2011,800 DENMAN ST    ,800 DENMAN ST,800 DENMAN ST,49.291466,-123.1354743,,
8-14-11,12:00 PM,8-14-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,1,August,2011,800 AVISON WAY    ,800 AVISON WAY,700-800 AVISON WAY,49.3002759,-123.1303614,,
8-14-11,3:00 PM,8-14-11 3:00 PM,1500,THEFT BICYCLE UNDER $5000,2,1,August,2011,3600 FRANKLIN ST    ,3600 FRANKLIN ST,3600 FRANKLIN ST,49.2820441,-123.0440732,,
8-14-11,8:00 PM,8-14-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,1,August,2011,1900 ROBSON ST    ,1900 ROBSON ST,1900 ROBSON ST,49.2925366,-123.1371026,,
8-15-11,1:00 AM,8-15-11 1:00 AM,100,THEFT BICYCLE UNDER $5000,2,2,August,2011,100 W CORDOVA ST   ,100 W CORDOVA ST,100 W CORDOVA ST,49.2829625,-123.1068814,,
8-15-11,10:00 AM,8-15-11 10:00 AM,1000,THEFT BICYCLE UNDER $5000,4,2,August,2011,1800 W 7TH AVE   ,1800 W 7TH AVE,1800 W 7TH AVE,49.2654677,-123.1466741,,
8-15-11,1:00 PM,8-15-11 1:00 PM,1300,THEFT BICYCLE UNDER $5000,1,2,August,2011,8500 STANLEY PARK DR   ,8500 STANLEY PARK DR,8500 STANLEY PARK DR,49.2935334,-123.1479168,,
8-15-11,5:00 PM,8-15-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,2,August,2011,0 ATHLETES WAY    ,0 ATHLETES WAY,0 ATHLETES WAY,49.2715417,-123.1053968,,
8-15-11,5:30 PM,8-15-11 5:30 PM,1730,THEFT BICYCLE UNDER $5000,1,2,August,2011,GRANVILLE ST / W GEORGIA ST,GRANVILLE ST / W GEORGIA ST,GRANVILLE ST & W GEORGIA ST,49.2825018,-123.1181052,,
8-15-11,7:00 PM,8-15-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,2,August,2011,2000 BLOCK BEACH AVE   ,2000 BEACH AVE,2000 BEACH AVE,49.2911441,-123.1474678,,
8-15-11,7:30 PM,8-15-11 7:30 PM,1930,THEFT BICYCLE UNDER $5000,4,2,August,2011,800 W 12TH AVE   ,800 W 12TH AVE,800 W 12TH AVE,49.260502,-123.1218318,,
8-15-11,9:00 PM,8-15-11 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,2,August,2011,1100 W 12TH AVE   ,1100 W 12TH AVE,1100 W 12TH AVE,49.2606167,-123.1290926,,
8-15-11,9:30 PM,8-15-11 9:30 PM,2130,THEFT BICYCLE UNDER $5000,1,2,August,2011,CITADEL PRDE / DUNSMUIR ST,CITADEL PRDE / DUNSMUIR ST,CITADEL PRDE & DUNSMUIR ST,49.2828306,-123.1151807,,
8-16-11,3:40 AM,8-16-11 3:40 AM,340,THEFT BICYCLE UNDER $5000,1,3,August,2011,1100 HARWOOD ST    ,1100 HARWOOD ST,1100 HARWOOD ST,49.2790455,-123.1334493,,
8-16-11,8:00 AM,8-16-11 8:00 AM,800,THEFT BICYCLE UNDER $5000,1,3,August,2011,800 AVISON WAY    ,800 AVISON WAY,700-800 AVISON WAY,49.3002759,-123.1303614,,
8-16-11,11:00 AM,8-16-11 11:00 AM,1100,THEFT BICYCLE UNDER $5000,4,3,August,2011,4500 W 3RD AVE   ,4500 W 3RD AVE,4500 W 3RD AVE,49.27019,-123.209367,,
8-16-11,12:00 PM,8-16-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,3,August,2011,1700 BAYSHORE DR    ,1700 BAYSHORE DR,1700 BAYSHORE DR,49.292351,-123.1320023,,
8-16-11,4:30 PM,8-16-11 4:30 PM,1630,THEFT BICYCLE UNDER $5000,4,3,August,2011,1200 W 10TH AVE   ,1200 W 10TH AVE,1200 W 10TH AVE,49.2625155,-123.1315043,,
8-16-11,6:00 PM,8-16-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,3,3,August,2011,2300 SCOTIA ST    ,2300 SCOTIA ST,2300 SCOTIA ST,49.2628702,-123.0989566,,
8-16-11,9:00 PM,8-16-11 9:00 PM,2100,THEFT BICYCLE UNDER $5000,3,3,August,2011,700 E BROADWAY AVE   ,700 E BROADWAY AVE,700 E BROADWAY,49.2624739,-123.0890199,,
8-17-11,11:00 AM,8-17-11 11:00 AM,1100,THEFT BICYCLE UNDER $5000,1,4,August,2011,600 BLOCK GRANVILLE ST   ,600 GRANVILLE ST,600 GRANVILLE ST,49.283576,-123.1165113,,
8-17-11,3:00 PM,8-17-11 3:00 PM,1500,THEFT BICYCLE UNDER $5000,3,4,August,2011,3600 FOSTER AVE    ,3600 FOSTER AVE,3600 FOSTER AVE,49.2341182,-123.0258218,,
8-17-11,4:30 PM,8-17-11 4:30 PM,1630,THEFT BICYCLE UNDER $5000,3,4,August,2011,1600 E BROADWAY AVE   ,1600 E BROADWAY AVE,1600 E BROADWAY,49.2623346,-123.0716525,,
8-17-11,5:00 PM,8-17-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,4,August,2011,800 GRIFFITHS WAY    ,800 GRIFFITHS WAY,800 GRIFFITHS WAY,49.2777744,-123.1085205,,
8-17-11,6:00 PM,8-17-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,4,August,2011,1000 COMOX ST    ,1000 COMOX ST,1000 COMOX ST,49.2817994,-123.1291088,,
8-17-11,6:00 PM,8-17-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,4,August,2011,1900 W 18TH AVE   ,1900 W 18TH AVE,1900 W 18TH AVE,49.2553675,-123.148539,,
8-17-11,7:30 PM,8-17-11 7:30 PM,1930,THEFT BICYCLE UNDER $5000,4,4,August,2011,3300 BLOCK W 43RD AVE  ,3300 W 43RD AVE,3300 W 43RD AVE,49.2328374,-123.1795376,,
8-17-11,9:18 PM,8-17-11 9:18 PM,2118,THEFT BICYCLE UNDER $5000,4,4,August,2011,1300 W 14TH AVE   ,1300 W 14TH AVE,1300 W 14TH AVE,49.25881,-123.1340546,,
8-17-11,11:40 PM,8-17-11 11:40 PM,2340,THEFT BICYCLE UNDER $5000,1,4,August,2011,1000 COMOX ST    ,1000 COMOX ST,1000 COMOX ST,49.2817994,-123.1291088,,
8-18-11,7:15 AM,8-18-11 7:15 AM,715,THEFT BICYCLE UNDER $5000,4,5,August,2011,500 BLOCK W 8TH AVE  ,500 W 8TH AVE,500 W 8TH AVE,49.2641093,-123.1149696,,
8-18-11,10:00 AM,8-18-11 10:00 AM,1000,THEFT BICYCLE UNDER $5000,4,5,August,2011,3000 OAK ST    ,3000 OAK ST,3000 OAK ST,49.2587092,-123.126747,,
8-18-11,3:00 PM,8-18-11 3:00 PM,1500,THEFT BICYCLE UNDER $5000,2,5,August,2011,MAIN ST / TERMINAL AVE,MAIN ST / TERMINAL AVE,MAIN ST & TERMINAL AVE,49.2727191,-123.0999394,,
8-18-11,4:00 PM,8-18-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,5,August,2011,1900 W BROADWAY AVE   ,1900 W BROADWAY AVE,1900 W BROADWAY,49.263605,-123.1483428,,
8-18-11,4:00 PM,8-18-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,5,August,2011,TRAFALGAR ST / W BROADWAY AVE,TRAFALGAR ST / W BROADWAY AVE,TRAFALGAR ST & W BROADWAY,49.2640294,-123.1646498,,
8-18-11,5:00 PM,8-18-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,5,August,2011,BURRARD ST / W CORDOVA ST,BURRARD ST / W CORDOVA ST,BURRARD ST & W CORDOVA ST,49.2876654,-123.1162061,,
8-18-11,10:00 PM,8-18-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,3,5,August,2011,300 E BROADWAY AVE   ,300 E BROADWAY AVE,300 E BROADWAY,49.2628415,-123.0990902,,
8-19-11,8:30 AM,8-19-11 8:30 AM,830,THEFT BICYCLE UNDER $5000,4,6,August,2011,1500 W 8TH AVE   ,1500 W 8TH AVE,1500 W 8TH AVE,49.2644923,-123.1386387,,
8-19-11,12:00 PM,8-19-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,6,August,2011,1600 BEACH AVE    ,1600 BEACH AVE,1600 BEACH AVE,49.2841138,-123.141911,,
8-19-11,7:00 PM,8-19-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,6,August,2011,700 DENMAN ST    ,700 DENMAN ST,700 DENMAN ST,49.2921571,-123.1344178,,
8-19-11,8:00 PM,8-19-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,6,August,2011,900 BLOCK ROBSON ST   ,900 ROBSON ST,900 ROBSON ST,49.2826662,-123.1218589,,
8-19-11,9:30 PM,8-19-11 9:30 PM,2130,THEFT BICYCLE UNDER $5000,4,6,August,2011,6000 TISDALL ST    ,6000 TISDALL ST,6000 TISDALL ST,49.2309243,-123.121744,,
8-20-11,12:00 AM,8-20-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,3,7,August,2011,COMMERCIAL DR / E BROADWAY AVE,COMMERCIAL DR / E BROADWAY AVE,COMMERCIAL DR & E BROADWAY,49.2623855,-123.0697676,,
8-20-11,2:00 PM,8-20-11 2:00 PM,1400,THEFT BICYCLE UNDER $5000,2,7,August,2011,600 ABBOTT ST    ,600 ABBOTT ST,600 ABBOTT ST,49.2796864,-123.1075819,,
8-20-11,8:00 PM,8-20-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,4,7,August,2011,BIRCH ST / W 10TH AVE,BIRCH ST / W 10TH AVE,BIRCH ST & W 10TH AVE,49.2632047,-123.1672402,,
8-20-11,9:45 PM,8-20-11 9:45 PM,2145,THEFT BICYCLE UNDER $5000,2,7,August,2011,CAMBIE ST / WATER ST,CAMBIE ST / WATER ST,CAMBIE ST & WATER ST,49.2843139,-123.1087911,,
8-20-11,11:00 PM,8-20-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,4,7,August,2011,W 2ND AVE / ONTARIO ST,W 2ND AVE / ONTARIO ST,W 2ND AVE & ONTARIO ST,49.2691934,-123.1046411,,
8-21-11,12:24 AM,8-21-11 12:24 AM,24,THEFT BICYCLE UNDER $5000,3,1,August,2011,5600 CHESTER ST    ,5600 CHESTER ST,5600 CHESTER ST,49.2340363,-123.0892243,,
8-21-11,12:45 AM,8-21-11 12:45 AM,45,THEFT BICYCLE UNDER $5000,1,1,August,2011,DAVIE ST / HOWE ST,DAVIE ST / HOWE ST,DAVIE ST & HOWE ST,49.2778181,-123.1272441,,
8-21-11,1:12 PM,8-21-11 1:12 PM,1312,THEFT BICYCLE UNDER $5000,4,1,August,2011,W 4TH AVE / VINE ST,W 4TH AVE / VINE ST,W 4TH AVE & VINE ST,49.2682096,-123.1575029,,
8-21-11,2:00 PM,8-21-11 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,1,August,2011,BEACH AVE / THURLOW ST,BEACH AVE / THURLOW ST,BEACH AVE & THURLOW ST,49.2776186,-123.1354322,,
8-21-11,5:00 PM,8-21-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,2,1,August,2011,1800 E 2ND AVE   ,1800 E 2ND AVE,1800 E 2ND AVE,49.2686769,-123.0675457,,
8-21-11,6:00 PM,8-21-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,1,August,2011,800 E GEORGIA ST   ,800 E GEORGIA ST,800 E GEORGIA ST,49.278346,-123.0877147,,
8-21-11,7:00 PM,8-21-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,1,August,2011,2200 W 2ND AVE   ,2200 W 2ND AVE,2200 W 2ND AVE,49.2699235,-123.154952,,
8-21-11,8:40 PM,8-21-11 8:40 PM,2040,THEFT BICYCLE UNDER $5000,1,1,August,2011,BEACH AVE / BUTE ST,BEACH AVE / BUTE ST,BEACH AVE & BUTE ST,49.2792841,-123.1371415,,
8-22-11,5:40 AM,8-22-11 5:40 AM,540,THEFT BICYCLE UNDER $5000,4,2,August,2011,CAMBIE ST / W 8TH AVE,CAMBIE ST / W 8TH AVE,CAMBIE ST & W 8TH AVE,49.2641129,-123.1149375,,
8-22-11,4:00 PM,8-22-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,2,2,August,2011,700 JACKSON AVE    ,700 JACKSON AVE,700 JACKSON AVE,49.278475,-123.0935271,,
8-22-11,7:00 PM,8-22-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,2,August,2011,2000 W 41ST AVE   ,2000 W 41ST AVE,2000 W 41ST AVE,49.2346274,-123.1527115,,
8-22-11,7:00 PM,8-22-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,2,August,2011,W BROADWAY AVE / CYPRESS ST,W BROADWAY AVE / CYPRESS ST,W BROADWAY & CYPRESS ST,49.2637633,-123.148134,,
8-22-11,7:15 PM,8-22-11 7:15 PM,1915,THEFT BICYCLE UNDER $5000,4,2,August,2011,500 W 12TH AVE   ,500 W 12TH AVE,500 W 12TH AVE,49.260068,-123.1152617,,
8-22-11,7:50 PM,8-22-11 7:50 PM,1950,THEFT BICYCLE UNDER $5000,4,2,August,2011,CAMBIE ST / W 7TH AVE,CAMBIE ST / W 7TH AVE,CAMBIE ST & W 7TH AVE,49.2649139,-123.1146963,,
8-22-11,9:24 PM,8-22-11 9:24 PM,2124,THEFT BICYCLE UNDER $5000,2,2,August,2011,2400 RUPERT ST    ,2400 RUPERT ST,2400 RUPERT ST,49.262864,-123.0336419,,
8-22-11,10:40 PM,8-22-11 10:40 PM,2240,THEFT BICYCLE UNDER $5000,2,2,August,2011,1800 PARKER ST    ,1800 PARKER ST,1800 PARKER ST,49.2757333,-123.0674602,,
