Ministry,Request #,Applicant,Description,End Date,Disposition,Publication Status,Reason
Office of the Premier,OOP-2012-00542,Political Party,"Any and all records in any form related to the Premier's Director of Communication's Calendar. The timeframe is October 1, 2011 to October 31, 2011.", 28-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00543,Political Party,"Any and all records in any form related to the Premier's Principal Secretary's Calendar. The timeframe is October 1, 2011 to October 31, 2011.", 01-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00547,Political Party,"Any and all records in any form related to the Premier's Director of Outreach's Calendar. The timeframe is October 1, 2011 to October 31, 2011.", 27-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00549,Political Party,"Any and all records in any form related to the Premier's Communications Officer and Deputy Press Secretary's Calendar. The timeframe is October 1, 2011 to October 31, 2011.", 17-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00595,Political Party,"The Deputy Minister's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 17-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00596,Political Party,"The Assistant Deputy Ministers' Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 15-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00597,Political Party,"The Outlook or any other calendar(s) kept by/for the Premier for the timeframe August 1, 2012 to August 31, 2012.", 11-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00598,Political Party,"The Outlook or any other calendar(s) kept by/for the Chief of Staff for the timeframe August 1, 2012 to August 31, 2012.", 17-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00599,Political Party,"The Outlook or any other calendar(s) kept by/for the Deputy Chief of Staff(s) for the timeframe August 1, 2012 to August 31, 2012.", 11-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00603,Political Party,"The Outlook or any other calendar(s) kept by/for the Director of Issues Management for the timeframe August 1, 2012 to August 31, 2012.", 05-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00608,Political Party,"The Outlook or any other calendar(s) kept by/for the Managing Director, Correspondence Branch for the timeframe August 1, 2012 to August 31, 2012.", 05-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00610,Political Party,"The Outlook or any other calendar(s) kept by/for the Executive Administrative Coordinator to John Dyble for the timeframe August 1, 2012 to August 31, 2012.", 03-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00611,Political Party,"The Outlook or any other calendar(s) kept by/for the Director, Executive Operations for the timeframe August 1, 2012 to August 31, 2012.", 03-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00612,Political Party,"The Outlook or any other calendar(s) kept by/for the Director, Corporate Priorities and Performance Management for the timeframe August 1, 2012 to August 31, 2012.", 12-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00615,Political Party,"The Outlook or any other calendar(s) kept by/for the Executive Administrative Coordinator, Deputy Minister's Office for the timeframe August 1, 2012 to August 31, 2012.", 15-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00617,Political Party,"The Outlook or any other calendar(s) kept by/for the Senior Outreach Coordinator, Premier's Vancouver Office for the timeframe August 1, 2012 to August 31, 2012.", 12-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00619,Political Party,"The Outlook or any other calendar(s) kept by/for the Administrative Coordinator, Premier's Vancouver Office for the timeframe August 1, 2012 to August 31, 2012.", 15-Oct-2012,Full Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00620,Political Party,"The Outlook or any other calendar(s) kept by/for the Director of Outreach, Premier's Vancouver Office for the timeframe August 1, 2012 to August 31, 2012.", 15-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Office of the Premier,OOP-2012-00622,Researcher,"A list of all meetings with representatives of:  The Pembina Institute, the David Suzuki Foundation, Tides Canada, WWF-Canada, ForestEthics, and West Coast Environmental Law.  Timeframe is January 1, 2012 to [September 6, 2012].", 18-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2010-00229,Media,"Records relating to the cost of the Integrated Case management project so far and any performance measures, quality assurance or pilot testing indicating how the project was performing so far.", 15-Mar-2012,Partial Disclosure,Do Not Publish,Business Information
Social Development,MSD-2011-00772,Political Party,"All records, in any form, related to the Minister's or Minister of State's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 13-Jan-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-00773,Political Party,"All records, in any form, related to the Ministerial Assistant's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 13-Jan-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-00785,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 01-Nov-2011,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-00878,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 27-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-00879,Political Party,"All records, in any form, related to the Ministers Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 13-Jan-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-00883,Political Party,"All records, in any form, related to the Ministerial Assistant's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 09-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-00959,Political Party,"Any and all records related to the Assistant Deputy Minister's Outlook calendar for the timeframe of January 1, 2011 to July 31, 2011", 27-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-01011,Political Party,"The Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 28-Mar-2012,Full Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-01012,Political Party,"The Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 15-Dec-2011,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-01013,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 13-Jan-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-01024,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 13-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-01122,Individual,"All records related to the ongoing operations of the Community Volunteer Supplement(CVS), including waitlist management and communications with advocacy groups, including with TAPS (Together Against Poverty Society) for the years 2009-2011 [January 1, 2009 - October 5, 2011].All records related to the ongoing operations of the Community Volunteer Supplement(CVS), including waitlist management and communications with advocacy groups, including with TAPS (Together Against Poverty Society) for the years 2009-2011 [January 1, 2009 - October 5, 2011].", 29-Jun-2012,Partial Disclosure,Do Not Publish,Business Information
Social Development,MSD-2011-01145,Political Party,"The Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 01-Feb-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-01146,Political Party,"The Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 28-Mar-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-01148,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011", 22-Mar-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-01149,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 28-Mar-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2011-01237,Interest Group,"A copy of the proposals submitted from M. Turner & Associates and Maximus Canada in response to the new Employment Program of British Columbia, RFP ELMS - 004, Catchment Area 63 - Prince George.", 20-Apr-2012,Partial Disclosure,Do Not Publish,Business Information
Social Development,MSD-2011-01306,Law Firm,"Regarding RFP-VC2-09-01: All proposals considered and the final contract awarded; All emails, memoranda, briefing notes and other communications relating to the assessment criteria and the reasons for selection of the winning proposal.", 05-Oct-2012,Partial Disclosure,Do Not Publish,Business Information
Social Development,MSD-2012-00019,Political Party,"The Deputy Minister's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 18-May-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00021,Political Party,"The Minister's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 18-May-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00023,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe Oct 31, 2011 to Dec 31, 2011.", 21-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00027,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 18-May-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00028,Media,"The Minister's Outlook calendar for the period January 1, 2011 to September 30, 2011.", 04-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00227,Media,"The daily agenda and diary for Minister Rich Coleman for the period of October 1 to 31, 2009.", 24-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00302,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 29-Jun-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00309,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 31-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00313,Political Party,"The Deputy Minister's Outlook calendar for the timeframe January 1, 2012 to March 31, 2012.", 10-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00502,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 12-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00509,Political Party,"The Deputy Minister's Outlook calendar for the timeframes October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012", 20-Jun-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00511,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframes of October 1, 2011 - October 31, 2011 and April 1, 2012 - May 31, 2012.", 28-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00513,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe of October 1, 2011 to October 31, 2011 and April 1, 2012 - May 31, 2012.", 19-Jul-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00658,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 30-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00660,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 30-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00669,Political Party,"The Deputy Minister's Outlook calendar for the timeframe June 1, 2012 - June 30, 2012.", 11-Sep-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00698,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe July 1, 2012 to July 31, 2012.", 29-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00699,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe July 1, 2012  to  July 31, 2012.", 28-Aug-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00701,Political Party,"The Deputy Minister's Outlook calendar for the timeframe July 1, 2012  to July 31, 2012.", 09-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00765,Political Party,Any and all executive/technical meeting minutes and status reports previously released related to Integrated Case Management; The Privacy Impact Assessment for ICM and the successful proponents (Oracle) response to the RFP.  Timeline is January 2008 to March 2011., 07-Sep-2012,Partial Disclosure,Do Not Publish,Business information
Social Development,MSD-2012-00820,Political Party,"The Minister and Minister of State's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 09-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00821,Political Party,"The Ministerial Assistant's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 17-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00823,Political Party,"The Deputy Minister's Outlook calendar for the timeframe August 1, 2012 to August 31, 2012.", 09-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Social Development,MSD-2012-00918,Political Party,"The Deputy Minister's Outlook calendar for the timeframe September 1, 2012 to September 30, 2012.", 24-Oct-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00050,Individual,"all records from the Southcoast region bridge program area pertaining to suicide prevention initiatives and measures for bridges in the Lower Mainland. More specifically, all records specific, but not limited to, prevention methods on Lions Gate Bridge, including any review of the suicide prevention emergency phones and any records pertaining to plans to expand the program to other bridges or install additional or alternative methods on bridges in the Lower Mainland.  The timeframe for these records is from 1998 through 2011.", 14-Nov-2011,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00086,Individual,"A copy of the Structural Integrity Assessment Report, the Mechanical Inspection Report, vehicle history and any other information that [named individual] may have on file pertaining to vehicle purchased in May 2010; 2009 Corolla, with specified VIN number.", 21-Jul-2011,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00100,Law Firm,All correspondence including internal ministry records regarding 1997 to 2007 correspondence with the Ministry regarding a portion of Andy's Bay Road that encroaches on a specified property on Gambier Island., 09-Aug-2011,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00113,Individual,"Copies of all documents and reports that relate to a matter with the Driftwood Drive roadway/public access/right of way, including who Dean Hills is and what his position was within the Ministry last year when he came to Mudge and visited [named individual] at [applicant's] request, and especially a copy of the report that Dean Hills and Angie Allwood submitted on their visit at that time.", 22-Sep-2011,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00124,Business,"Re Project #22198:  Initial plans, internal or fee appraisals or studies leading up to the modification of the project including maps and plans submitted for tender for the Highway 33 four laning project, limited to the Garner Road area including Garner Road and Highway 33 intersection including [[named individuals] property + Clarification from Applicant June 24, 2011. Initial plans, surveys, internal or fee appraisals or studies leading ""up to and including"" the tender of the highway. All files, email, notes, memos, cost comparatives, expropriation options concerning my property 1605 Garner road by [named individuals x4] & right of way services Ltd or any other person or company used to obtain that information for the MOT. Information concerning trespass of this property in 2006 by EBA engineering (including their report on the bore hole/density testing and location holes) for work done at the request of the MOT and second trespass Jan 11, 2010 by MOT and their contractor. Only information concerning this property and/or the intersection of Garner Road and Highway 33.", 10-Feb-2012,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00128,Individual,"Relating to CVSE Peace Region and specified Peace Officer Badge , CVSE:  Records detailing the number of Notice and Orders, violation tickets and CVSA inspections (within the database for Level 1, 2, 3 inspections) relating to badge number from March 3, 2009 to January 28, 2011.", 05-Aug-2011,Full Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00137,Individual,"Records that would provide information about the time span between participants of the Transportation of Dangerous Goods training ending on or about October 2009 and when individuals received their TDG final certificate after doing their practical, excluding students who were not commercial transport inspectors and those who did not pass the course on that date; Records that would provide information about the number of students who took the CVSA course ending May 14, 2010 and the dates that they completed passed their practical examination to obtain their CVSA certification, excluding those who were not CVSE employees, those who did not pass the test, and those who were absent from the workplace for approved and unapproved leaves.", 10-Aug-2011,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00143,Political Party,"All records, in any form, related to the Minister's or Minister of State's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 28-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00145,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of April 1, 2011 to June 30, 2011 in Calendar Detail Style.", 28-Sep-2011,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00167,Political Party,"All records, in any form, related to the Deputy Minister's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 27-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00168,Political Party,"All records, in any form, related to the Minister's Outlook calendar for the timeframe of July 1, 2011 to July 31, 2011.", 12-Sep-2011,Full Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00189,Political Party,"Any and all records related to the Assistant Deputy Minister's Outlook calendar for the timeframe of January 1, 2011 to July 31, 2011", 02-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00205,Political Party,"The Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 19-Oct-2011,Full Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00206,Political Party,"The Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 19-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00209,Law Firm,"Any record pertaining to 9336, 9356 and 9376 River Road, Delta BC.", 16-Apr-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2011-00214,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of August 1, 2011 to August 31, 2011.", 21-Oct-2011,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00220,Individual,Report filed by Supervisor of Inspectors relating to a specific Vehicle Safety Inspection., 12-Oct-2011,Full Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00237,Political Party,"Any and all records related to FOI TRA-2011-00068. Timeframe is March 31, 2011 to [September 30, 2011].", 15-Nov-2011,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00244,Political Party,"The Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 23-Nov-2011,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00245,Political Party,"The Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011.", 24-Nov-2011,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00247,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe of September 1, 2011 to September 30, 2011", 29-Nov-2011,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2011-00249,Individual,"Regarding File 745466 and 740340: A list of MCC plates, with decals, from 2002 to [October 11, 2011] of Richmond Cabs Ltd and Coral Cabs Ltd; The history of previous plate of Richmond Cabs No. 102-109/103-058 from 2002 to [October 11, 2011]; A list of designated vehicles of Richmond Cabs and Coral Cabs from 1997 to [October 11, 2011]. ICBC insurance documents from 1998 to date for plate 102-109/103-058.", 12-Dec-2011,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2011-00251,Business,"Copies of records for the period January 1, 1900 to [October 18, 2011] pertaining to lands described and identified as Sickle Point, Road Access, Sickle Point Public Road, CP Lands, BC Lands, Easement Lands, and Triangle Lands including but not limited to specified ministry file numbers.", 29-May-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2011-00268,Law Firm,"Any records relating to the accident [named individual] was involved in on February 21, 2004 at the intersection of Fernhill Road and Georgina Point Road on Mayne Island near the Springwater Lodge when his vehicle went off the road between the Miner's Bay dock and the Yum Yum tree; Any records created between February 21, 1999 and [November 15, 2011] relating to the inspection, maintenance, observation or care of  the intersection of Fernhill Road and Georgina Point Road and the barriers that surround it; Any documents that record the ministry's policies and procedures in relation to the inspection and maintenance of the intersection of Fernhill Road and Georgina Point Road and the barriers that surround it; Any records created between February 21, 1999 and [November 15, 2011] of complaints or concerns with respect to the intersection of Fernhill Road and Georgina Point Road and the barriers that surround it; Names of the individuals employed by the ministry who were responsible for the inspection, maintenance, observation or care of the intersection of Fernhill Road and Georgina Point Road and the barriers that surround it; Any records created between February 21, 1999 and [November 15, 2011] with respect to the speed limits or speed limit signage for Fernhill Road and Georgina Point Road; Any records relating to other accidents that occurred at the intersection of Fernhill Road and Georgina Point Road.", 17-Jan-2012,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00269,Law Firm,"Regarding a motor vehicle accident which occurred on or about November 13, 2009 approximately 10km south of Woss, BC:  Documents pertaining to the highway including but not limited to memoranda, letters, plans pertaining to the design of the Inland Highway, from Woss south to Sayward (the highway) and in particular, documents pertaining to sanding and salting the highway; Documents records and memoranda pertaining to maintenance of the highway with respect to salting and sanding of the highway; Documents records and memoranda pertaining to the highway with respect to the prevention and/or remedy for the accumulation of ice on the highway; Complaints pertaining to the accumulation of ice on the highway, and in particular, in the location of Highway 19, at or near Woss, BC; Investigations and/or the outcome of investigations regarding the accumulation of ice on the highway and/or complaints of ice or snow accumulation on the highway, and in particular, in the vicinity of Hwy 19, approximately 10km south of Woss, BC; Reports of motor vehicle accidents due to the accumulation of ice or snow on the said highway.", 07-Feb-2012,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2011-00274,Business,"All records related to the establishment, construction and maintenance of Beach Road through the Semiahmoo Reserve including but not limited to, files related to:  The history of this road including its initial planning and construction; Any work or changes undertaken on portions of the road through the Semiahmoo Reserve including repairs, improvements etc.; Any right-of-ways taken for this road through the Semiahmoo Reserve and a copy of a Road Research Report, if completed, for Beach Road.", 20-Mar-2012,Partial Disclosure,Do Not Publish,First Nations Information
Transportation and Infrastructure,TRA-2011-00279,Business,"All documents, emails, correspondence, meeting minutes, correspondence, faxes or other similar and like material concerning flashing red lamp permits for ambulances and private ambulances, including documents, emails and correspondence and all records exchanged between the Ministry of Transport and the Ministry of Health, Emergency Health Services Commission and/or the British Columbia Ambulance Service.  Time frame Jan 1, 2008 to November 25, 2011.", 24-Apr-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2011-00295,Business,"Any and all records regarding any utilities (electrical transmission, telecommunications, gas or other pipelines, water line, sewer lines, etc) and any other non-road related uses that would intersect with, or be located on, the following road rights of way that lie within the following Indian reserve lands:  East Moberly Lake Indian Reserve 169, West Moberly Lake Indian Reserve 168A, Halfway River Indian Reserve 168, Doig River Indian Reserve 206; Any and all records pertaining to the Ministry regarding the following roads:  As outlined in Order in Council (OIC) 1968-543 the Chetwynd - Hudson Hope/ Highway 29 for the date range March 21, 1968 to [December 19, 2011], As outlined in OIC 1976-1510 Boucher Lake Road for the date range June 22, 1976 to [December 19, 2011], As outlined in OIC 1976-1510 the Chetwynd-Hudson Hope Highway/Highway 29 for the date range June 22, 1976 to [December 19, 2011], As outlined in the OIC 1960-1558 the road lying within East Moberly Lake Indian Reserve 169 (according to the CLSR survey plan 5242, a copy of which is located in the Kamloops LRD Office as Plan M51) and also the current status of this road for the date range November 17, 1960 to [December 19, 2011], As outlined in OIC 1976-1511 Upper Halfway Rd for the date range June 22, 1976 to [December 19, 2011], As outlined in OIC 1973-2942 Doig Road for the date range October 4, 1973 to [December 19, 2011].", 23-May-2012,Partial Disclosure,Do Not Publish,First Nations Information
Transportation and Infrastructure,TRA-2011-00296,Individual,"All correspondence between the District Technician Larry Park of the Highway Ministry and all peoples involved in granting or having approval of 420 metres of crown road made into the jurisdiction of the Highway Ministry, in order for [named individuals] to subdivide lot 1578; Correspondence which would involve the Land Management Bureau of 142-2080 Labieux Road Nanaimo BC File 1413132 concerning this matter and any other information that the Ministry's Courtenay area office might deem interesting involving this transaction.", 16-Mar-2012,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2012-00005,Political Party,"The Minister's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 04-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00006,Political Party,"The Deputy Minister's Outlook calendar for the timeframe October 31, 2011 to December 31, 2011.", 05-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00008,Political Party,"The Assistant Deputy Minister's Outlook calendar for the timeframe Oct 31, 2011 to Dec 31, 2011.", 05-Apr-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00010,Media,"The Minister's Outlook calendar for the period January 1, 2011 to September 30, 2011.", 22-Feb-2012,Partial Disclosure,Do Not Publish,Security Information
Transportation and Infrastructure,TRA-2012-00028,Business,"Details of a meeting held at the Ministry's Cranbrook office on February 3, 2012 including but not limited to agenda, minutes, notes and handouts.", 14-Mar-2012,Full Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2012-00050,Individual,"All correspondence sent and received by the Ministry, including letters, memos, emails with respect to Project Building Canada Fund Communities Component (BCF-CC ) 27961 from the date that the grant was approved until  Feb 29, 2012 (Date of FOI Request).", 23-May-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00053,Business,"Regarding Tsawwassen Drive (Dyke Road) through the former Tsawwassen Indian Reserve:  Any records that relate to the establishment, construction and maintenance of this road; All documents related to this road including documents relating to the history of this road and also including its initial planning and construction; Documents relating to any work or changes undertaken on portions of the road including repairs, improvements, etc; Documents relating to any right-of-ways taken for this road; A copy of a Road Research Report, if completed since December 2000, for Tsawwassen Drive (Dyke Road).", 27-Apr-2012,Partial Disclosure,Do Not Publish,First Nations Information
Transportation and Infrastructure,TRA-2012-00056,Business,"Regarding RFP #04CS CETran and RFP #04CS CEInfra: Notwithstanding the Owner Privilege Clauses, all notes, memos and written recommendations from all related parties that were used to determine that the preferred proponents offer was superior to that of [named company].  In addition, any records that show if any of the preferred proponents had previous contracts with the Ministry of Transportation and Infrastructure. Any records showing the rated criteria and weighting for the proponents and the Ministry's assessment of the preferred proponents and if any of the preferred proponents are Professional Engineers.", 11-Apr-2012,Partial Disclosure,Do Not Publish,Business Information
Transportation and Infrastructure,TRA-2012-00058,Individual,"All correspondence and  records of communication or emails to/from or within the Ministry to/from all parties with regard to the Radium Golf Course Road issue. Time frame is 1979 to [March 5, 2012].", 14-Sep-2012,Partial Disclosure,Do Not Publish,Personal Information
Transportation and Infrastructure,TRA-2012-00074,Business,"The Ministry's environmental reports, correspondence and memoranda relating to the Highway 7 Nelson Street to Wren four-laning project (the Project) including documents prepared by Hatfield Consultants, Enkon Environmental Limited, R.F. Binnie & Associates Ltd, Scott Resource Services Inc, and any other environmental consultants retained; Agreements between the Ministry or predecessor and the Department of Fisheries and Oceans (DFO) of Canada regarding habitat impact of the Project and compensation to be provided by the Ministry to DFO or its designate in order to mitigate said impacts according to DFO No Net Loss habitat policy; any correspondence with respect to the compensation channel constructed at Parcel D-31828 Lougheed Highway, Mission (the Property); any surveys, studies, documents relating to the Property and the compensation channel as shown on Ministry¿s South Coast Region Highway and Geomatics Engineering Plan; The timeline for the above requested records is approx. between 2009 and 2011; any environmental or habitat reports or studies prepared for the previous four-laning and widening of Lougheed Highway east of Oliver Street in Mission. Exclude the email component of records from this request.", 18-Oct-2012,Partial Disclosure,Do Not Publish,Business Information
