CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2017-04-24,1500,4,RYAN GROUNDWATER,ERIC JAWORSKI,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2017-04-24,1500,4,RYAN GROUNDWATER,ERIC JAWORSKI,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2017-04-24,3500,4,RYAN GROUNDWATER,ERIC JAWORSKI,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2017-04-24,3500,4,RYAN GROUNDWATER,ERIC JAWORSKI,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2017-04-28,3500,4,RYAN GROUNDWATER,ERIC JAWORSKI,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2017-05-09,4860,4,RYAN GROUNDWATER,ERIC JAWORSKI,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2017-06-26,1500,4,RYAN GROUNDWATER,ERIC JAWORSKI,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2017-08-25,600,4,RYAN GROUNDWATER,ERIC JAWORSKI,BC NDP,1,2017-09-15
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 728,2017-10-16,1200,4,RYAN GROUNDWATER,ERIC JAWORSKI,BC NDP,1,2017-10-13
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 798,2017-05-08,500,4,GRAHAM TONKS,ROBERTA CIARAULO,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 798,2017-05-17,100,4,GRAHAM TONKS,ROBERTA CIARAULO,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 801,2017-04-11,300,4,JANICE BUDGELL,CAROLYN SMITH,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES LOCAL 825,2017-04-18,2000,4,IRENE JAKSE,CHRISTINE GERVAN,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2017-02-15,11100,4,PAUL SIMPSON,BRENDA COOMBS,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2017-04-12,2100,4,PAUL SIMPSON,BRENDA COOMBS,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2017-04-12,2100,4,PAUL SIMPSON,BRENDA COOMBS,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2017-04-13,300,4,PAUL SIMPSON,BRENDA COOMBS,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2017-04-13,2100,4,PAUL SIMPSON,BRENDA COOMBS,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2017-04-13,2100,4,PAUL SIMPSON,BRENDA COOMBS,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2017-10-02,10000,4,PAUL SIMPSON,BRENDA COOMBS,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES METRO DISTRICT COUNCIL,2017-10-27,700,4,PAUL SIMPSON,BRENDA COOMBS,BC NDP,4,2017-11-04
CANADIAN UNION OF PUBLIC EMPLOYEES NATIONAL,2017-01-27,115000,4,MARK HANCOCK,CHARLES FLEURY,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES NATIONAL,2017-05-09,24678,4,MARK HANCOCK,CHARLES FLEURY,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES NATIONAL,2017-10-03,100000,4,MARK HANCOCK,CHARLES FLEURY,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES NEWFOUNDLAND,2017-05-08,500,4,WAYNE LUCAS,SHERRY HILLIER,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES SD #58,2017-05-09,1622,4,STEPHEN MCNIVEN,BARBARA ROSS,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-02-20,3000,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-04-13,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-05-01,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-05-04,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-05-05,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-05-08,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-05-09,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-05-09,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-05-09,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-05-09,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-05-15,200,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,9,
CANADIAN UNION OF PUBLIC EMPLOYEES VANCOUVER ISLAND DISTRICT COUNCIL,2017-10-02,700,4,AMBER LEONARD,CRAIG ANDERSON,BC NDP,4,2017-11-04
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1286 RICHMOND,2017-05-08,1000,4,JIM DICKSON,CORY PARKER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1286 RICHMOND,2017-05-15,1000,4,JIM DICKSON,CORY PARKER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1286 RICHMOND,2017-06-06,1000,4,JIM DICKSON,CORY PARKER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1668 CAMPBELL RIVER,2017-04-11,500,4,REID WHARTON,MARK MCKENZIE,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1782 COQUITLAM,2017-04-07,1000,4,MIKE DUDDY ,BRIAN CLIFT ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1782 COQUITLAM,2017-04-07,1000,4,MIKE DUDDY ,BRIAN CLIFT ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1782 COQUITLAM,2017-04-10,400,4,MIKE DUDDY ,BRIAN CLIFT ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1782 COQUITLAM,2017-04-14,600,4,MIKE DUDDY ,BRIAN CLIFT ,BC NDP,1,2017-03-30
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1782 COQUITLAM,2017-05-17,500,4,MIKE DUDDY ,BRIAN CLIFT ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-02-22,200,4,GORD DITCHBURN,AL GREGORY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-03-15,300,4,GORD DITCHBURN,AL GREGORY,BC NDP,1,2017-03-05
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-03-22,600,4,GORD DITCHBURN,AL GREGORY,BC NDP,1,2017-03-31
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-03-24,300,4,GORD DITCHBURN,AL GREGORY,BC NDP,1,2017-03-30
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-04-11,1798,4,GORD DITCHBURN,AL GREGORY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-04-21,2739,4,GORD DITCHBURN,AL GREGORY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-05-01,2000,4,GORD DITCHBURN,AL GREGORY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-05-01,2000,4,GORD DITCHBURN,AL GREGORY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-05-03,2000,4,GORD DITCHBURN,AL GREGORY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-05-03,2000,4,GORD DITCHBURN,AL GREGORY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-05-05,2000,4,GORD DITCHBURN,AL GREGORY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-06-14,1000,4,GORD DITCHBURN,AL GREGORY,BC NDP,1,2017-06-23
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 18 VANCOUVER,2017-09-01,2000,4,GORD DITCHBURN,AL GREGORY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 1941 PORT COQUITLAM,2017-04-28,2000,4,DALE TRUSCOTT ,NICK ZUPAN ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 2399 PORT MOODY,2017-04-28,4000,4,ROB SUZUKOVICH ,DAVE PIFFER ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 296,2017-03-28,2500,4,HAROLD SCHAITBERGER,THOMAS MILLER,BC NDP,1,2017-03-16
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 4449 MAPLE RIDGE,2017-05-12,333,4,DAVE HARCUS,IAN GLASGOW,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 4449 MAPLE RIDGE,2017-05-16,333,4,DAVE HARCUS,IAN GLASGOW,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 4449 MAPLE RIDGE,2017-10-11,400,4,DAVE HARCUS,IAN GLASGOW,BC NDP,,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 4768 MISSION,2017-05-16,333.5,4,BLAINE ODENBACH,EDWARD KELLY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 905 NANAIMO,2017-04-20,100,4,MIKE RISPIN ,CHAD PORTER ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 905 NANAIMO,2017-05-04,1500,4,MIKE RISPIN ,CHAD PORTER ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 905 NANAIMO,2017-05-04,1500,4,MIKE RISPIN ,CHAD PORTER ,BC NDP,9,
INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS LOCAL 941 TRAIL,2017-03-06,500,4,LEE DEPELLEGRIN,GREG FARRABY,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-03-09,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-03-09,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-03-13,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-03-17,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-03-21,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-03-22,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-03-23,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-03-28,6750,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-04-10,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-04-13,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-04-25,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-05-01,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-05-08,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-08-30,600,4,BOB BARTER,ALLEN CARPENTER,BC NDP,1,2017-09-15
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-08-30,1400,4,BOB BARTER,ALLEN CARPENTER,BC NDP,9,
INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS LOCAL 118,2017-09-19,1000,4,BOB BARTER,ALLEN CARPENTER,BC NDP,1,2017-09-10
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS - LOCAL LODGE 16,2017-04-23,2230.27,4,RICK SINGH (P),JOHN VINCENT (VP),BC NDP,,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS CANADIAN MACHINIST POLITICAL LEAGUE,2017-05-05,2989,4,DAVE RITCHIE,CORDELL DRAAYERS,BC NDP,9,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS CANADIAN MACHINIST POLITICAL LEAGUE,2017-05-09,4487,4,DAVE RITCHIE,CORDELL DRAAYERS,BC NDP,9,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 1857,2017-08-16,400,4,BILL MACPHERSON,DAVE BETKER,BC NDP,1,2017-08-21
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 250,2017-03-29,20000,4,ALAN WHEATLEY,CORDELL DRAAYERS,BC NDP,9,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 250,2017-08-16,320,4,ALAN WHEATLEY,CORDELL DRAAYERS,BC NDP,1,2017-08-29
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 250,2017-09-01,2000,4,ALAN WHEATLEY,CORDELL DRAAYERS,BC NDP,1,2017-08-24
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 250,2017-09-20,2100,4,ALAN WHEATLEY,CORDELL DRAAYERS,BC NDP,1,2017-09-22
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 250,2017-10-20,600,4,ALAN WHEATLEY,CORDELL DRAAYERS,BC NDP,1,2017-09-15
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 250,2017-10-20,900,4,ALAN WHEATLEY,CORDELL DRAAYERS,BC NDP,9,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 250,2017-11-07,49892,4,ALAN WHEATLEY,CORDELL DRAAYERS,BC NDP,9,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 250,2017-11-08,800,4,ALAN WHEATLEY,CORDELL DRAAYERS,BC NDP,4,2017-11-04
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 764,2017-05-09,2749.74,4,CHRIS HISCOCK,DAVID VARNES,BC NDP,9,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 764,2017-05-09,3795.44,4,CHRIS HISCOCK,DAVID VARNES,BC NDP,9,
INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS LODGE 764,2017-10-24,350,4,CHRIS HISCOCK,DAVID VARNES,BC NDP,4,2017-11-04
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 213,2017-03-08,475,4,MIKE FLYNN,DOUG MCKAY,BC NDP,1,2017-03-23
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 213,2017-03-29,200,4,MIKE FLYNN,DOUG MCKAY,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 213,2017-03-29,400,4,MIKE FLYNN,DOUG MCKAY,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 213,2017-04-04,500,4,MIKE FLYNN,DOUG MCKAY,BC NDP,1,2017-03-05
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 213,2017-08-16,150,4,MIKE FLYNN,DOUG MCKAY,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 213,2017-08-24,3000,4,MIKE FLYNN,DOUG MCKAY,BC NDP,1,2017-09-22
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 213,2017-10-17,350,4,MIKE FLYNN,DOUG MCKAY,BC NDP,4,2017-11-04
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-02-23,1200,4,GREG GYORFI,CHUCK GILBERT,BC NDP,1,2017-02-11
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-04-18,50,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-04-18,700,4,GREG GYORFI,CHUCK GILBERT,BC NDP,1,2017-04-06
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-04-26,750,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-04-28,750,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-04-28,2500,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-05-01,500,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-05-01,750,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-05-01,750,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-05-02,750,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-05-02,750,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-05-03,250,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-05-17,750,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-05-29,750,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-09-08,500,4,GREG GYORFI,CHUCK GILBERT,BC NDP,1,2017-09-23
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 230,2017-09-12,400,4,GREG GYORFI,CHUCK GILBERT,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 258,2017-04-05,40000,4,TONY BRAND,LARRY BYHRE,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 258,2017-04-12,2000,4,TONY BRAND,LARRY BYHRE,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 258,2017-06-06,275,4,TONY BRAND,LARRY BYHRE,BC NDP,1,2017-06-23
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 258,2017-09-18,600,4,TONY BRAND,LARRY BYHRE,BC NDP,1,2017-09-15
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 258,2017-09-18,900,4,TONY BRAND,LARRY BYHRE,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS LOCAL 993,2017-02-16,1000,4,RON BOURDOIS,GLEN HILTON,BC NDP,1,2017-02-27
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS PROVINCIAL COUNCIL,2017-03-27,5000,4,MICHELLE LAURIE,D MCKAY,BC NDP,1,2017-03-23
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS PROVINCIAL COUNCIL,2017-03-27,20000,4,MICHELLE LAURIE,D MCKAY,BC NDP,9,
INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS PROVINCIAL COUNCIL,2017-04-21,56230,4,MICHELLE LAURIE,D MCKAY,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-03-22,800,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,1,2017-04-05
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-03-22,1425,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,1,2017-03-23
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-03-22,3150,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-03-23,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-03-31,1000,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-03-31,1000,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-04,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,1,2017-03-05
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-04,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-11,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-21,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-21,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-21,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-21,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-21,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-21,2000,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-24,1000,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-04-25,1000,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-05-15,500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-08-31,1500,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-10-20,350,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,4,2017-11-04
INTERNATIONAL LONGSHORE & WAREHOUSE UNION CANADA,2017-11-08,350,4,SHAWN NOLAN,BOB DHALIWAL ,BC NDP,4,2017-11-04
INTERNATIONAL LONGSHORE & WAREHOUSE UNION LOCAL 400,2017-10-16,1000,4,TERRY ENGLER,BOB DHALIWAL,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION LOCAL 500,2017-03-27,5000,4,RINO VOCI,JOHN URRICO,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION LOCAL 500,2017-09-25,400,4,RINO VOCI,JOHN URRICO,BC NDP,1,2017-09-10
INTERNATIONAL LONGSHORE & WAREHOUSE UNION LOCAL 502,2017-09-25,1000,4,LORNE PENNELL,CHRIS VERBEEK,BC NDP,1,2017-10-06
INTERNATIONAL LONGSHORE & WAREHOUSE UNION LOCAL 502,2017-10-20,25000,4,LORNE PENNELL,CHRIS VERBEEK,BC NDP,9,
INTERNATIONAL LONGSHORE & WAREHOUSE UNION LOCAL 514,2017-04-11,5000,4,FRANK SCIGLIANO,FRANK MORENA,BC NDP,9,
INTERNATIONAL UNION OF OPERATING ENGINEERS,2017-05-04,70000,4,JAMES CALLAHAN,BRIAN HICKEY,BC NDP,9,
