CONTRIBUTOR_NAME,DATE,AMOUNT,CLASS,PRINCIPAL_OFFICER_1,PRINCIPAL_OFFICER_2,PARTY,CONTRIBUTION_TYPE,EVENT_DATE
PRIVATE FOREST LANDOWNERS ASSOCIATION,2016-09-13,500,2,,,BC UNITED,,
PRIVATE FOREST LANDOWNERS ASSOCIATION,2016-10-11,500,2,,,BC UNITED,,
PRIVATE FOREST LANDOWNERS ASSOCIATION,2016-02-26,3500,2,,,BC UNITED,,
PRO VITA CARE MANAGEMENT,2016-10-30,600,2,,,BC UNITED,,
PRODUCTION ONE ALTERED CARBON,2016-10-30,1200,2,,,BC UNITED,,
PROGRESS ENERGY CANADA LTD,2016-01-31,250,2,HINA PALA,,BC UNITED,,
PROGRESS ENERGY CANADA LTD,2016-05-31,2500,2,HINA PALA,,BC UNITED,,
PROGRESSIVE HOLDINGS LTD,2016-12-12,2400,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE HOLDINGS LTD,2016-01-08,12000,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2016-02-12,2500,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE STRATEGIES LTD,2016-05-06,2500,2,PATRICK KINSELLA,,BC UNITED,,
PROGRESSIVE WASTE SOLUTIONS CANADA INC,2016-04-08,1000,2,IZZIE ABRAMS,,BC UNITED,,
PROGRESSIVE WASTE SOLUTIONS CANADA INC,2016-09-13,3500,2,IZZIE ABRAMS,,BC UNITED,,
PROGRESSIVE WASTE SOLUTIONS CANADA INC,2016-11-15,4000,2,IZZIE ABRAMS,,BC UNITED,,
PROGRESSIVE WASTE SOLUTIONS CANADA INC,2016-02-12,5000,2,IZZIE ABRAMS,,BC UNITED,,
PROGRESSIVE WASTE SOLUTIONS CANADA INC,2016-12-31,9000,2,IZZIE ABRAMS,,BC UNITED,,
PARKER PLACE MEDICAL CLINIC INC,2016-10-31,500,2,,,BC UNITED,,
PWO INVESTMENTS LTD,2016-02-26,100000,2,,,BC UNITED,,
QATHEN XWEGUS MANAGEMENT CORP,2016-02-26,1000,2,,,BC UNITED,,
QATHEN XWEGUS MANAGEMENT CORP,2016-02-26,3500,2,,,BC UNITED,,
QUAIL'S GATE VINEYARDS ESTATE WINERY LTD,2016-06-03,300,2,BEN STEWART,,BC UNITED,,
QUINN DEVELOPMENTS INC,2016-11-28,10000,2,,,BC UNITED,,
R & A BIGGS HOLDINGS INC,2016-08-10,300,2,,,BC UNITED,,
R & R RESORT GROUP LTD,2016-11-29,600,2,,,BC UNITED,,
R BUBLITZ LTD,2016-01-15,2000,2,,,BC UNITED,,
RAEGON PROPERTIES AND INVESTMENTS LTD AND 0908034 BC LTD,2016-11-15,5000,2,,,BC UNITED,,
RAEGON PROPERTIES AND INVESTMENTS LTD AND 0908034 BC LTD,2016-08-23,5600,2,,,BC UNITED,,
RALMAX CONTRACTING LTD,2016-02-26,1250,2,,,BC UNITED,,
RAMBLIN' MAN ENTERPRISES LTD,2016-06-17,800,2,,,BC UNITED,,
RAYMOND JAMES LTD,2016-09-22,4500,2,RUSTY GOEPEL,JASON HOLTBY,BC UNITED,,
RAYMOND KIM HOLDINGS INC,2016-12-31,1890,2,,,BC UNITED,,
RB HOTEL INVESTMENTS INC,2016-06-17,2000,2,RON MUNDI,,BC UNITED,,
RBM CONSTRUCTION,2016-03-30,6399,2,MARC DIXON,,BC UNITED,,
RED EAGLE MINING CORP,2016-06-17,1500,2,,,BC UNITED,,
RED TRUCK BEER COMPANY LTD,2016-03-18,2000,2,,,BC UNITED,,
RED TRUCK BREWERY,2016-11-09,390,2,,,BC UNITED,,
RED VALLEY ENTERPRISES LTD,2016-01-31,2000,2,PAUL ESPOSITO,,BC UNITED,,
REDEKOP DEVELOPMENT CORP,2016-12-31,1000,2,JAMES REDEKOP,,BC UNITED,,
REDEKOP FARMS INC,2016-02-26,1250,2,,,BC UNITED,,
REDEKOP KROEKER DEVELOPMENT INC,2016-02-12,10000,2,PETER REDEKOP,,BC UNITED,,
REDWOODS GOLF COURSE,2016-11-09,280,2,DOUG HAWLEY,,BC UNITED,,
REDWOODS GOLF COURSE LTD,2016-11-18,275,2,,,BC UNITED,,
REIMER HARDWOODS LTD,2016-12-12,1000,2,,,BC UNITED,,
RELIANCE PROPERTIES LTD,2016-05-13,10000,2,JON STOVELL,,BC UNITED,,
REMAX OF NANAIMO,2016-12-19,500,2,,,BC UNITED,,
RENNIE MARKETING SYSTEMS LTD,2016-02-12,2500,2,BOB RENNIE,,BC UNITED,,
RENNIE MARKETING SYSTEMS LTD,2016-04-08,2500,2,BOB RENNIE,,BC UNITED,,
RENNIE MARKETING SYSTEMS LTD,2016-12-31,20400,2,BOB RENNIE,,BC UNITED,,
RESORTS OF THE CANADIAN ROCKIES INC,2016-06-03,500,2,,,BC UNITED,,
RESORTS OF THE CANADIAN ROCKIES INC,2016-08-10,500,2,,,BC UNITED,,
RESORTS OF THE CANADIAN ROCKIES INC,2016-08-10,800,2,,,BC UNITED,,
RESPON WEALTH MANAGEMENT CORP INC,2016-10-31,4000,2,,,BC UNITED,,
RESPON WEALTH MANAGEMENT CORP INC,2016-11-15,4000,2,,,BC UNITED,,
RESPON WEALTH MANAGEMENT CORP INC,2016-07-27,10000,2,,,BC UNITED,,
RESTAURANTS CANADA,2016-07-04,1000,2,,,BC UNITED,,
RETIREMENT CONCEPTS,2016-08-10,500,2,AZIM JAMAL,,BC UNITED,,
RETIREMENT CONCEPTS,2016-02-12,7500,2,AZIM JAMAL,,BC UNITED,,
RG ARENAS (KELOWNA) LTD,2016-03-04,600,2,,,BC UNITED,,
RG ARENAS (MAPLE RIDGE) LTD,2016-03-04,1150,2,,,BC UNITED,,
RG FACILITIES (MISSION) LTD,2016-03-04,1150,2,,,BC UNITED,,
RG PROPERTIES LTD,2016-03-04,1150,2,LEE GRAHAM,,BC UNITED,,
RG TICKETING LTD,2016-04-30,1150,2,RG ARENAS KELOWNA,,BC UNITED,,
RICHLOU HOMES LTD,2016-02-29,100,2,RICHARD SANDERS,,BC UNITED,,
RICHLOU HOMES LTD,2016-03-31,100,2,RICHARD SANDERS,,BC UNITED,,
RICHLOU HOMES LTD,2016-07-31,100,2,RICHARD SANDERS,,BC UNITED,,
RIDEOUT CONSTRUCTION LTD,2016-12-12,500,2,,,BC UNITED,,
RISING TIDE CONSULTANTS LTD,2016-01-31,125,2,,,BC UNITED,,
RISING TIDE CONSULTANTS LTD,2016-01-01,250,2,,,BC UNITED,,
RISING TIDE CONSULTANTS LTD,2016-01-31,500,2,,,BC UNITED,,
RIVER ROCK CASINO RESORT,2016-01-25,500,2,,,BC UNITED,,
RIVERLAND MOTEL LTD,2016-06-17,2000,2,,,BC UNITED,,
RIVERS HOLDINGS LTD,2016-01-01,3500,2,,,BC UNITED,,
RIVERSIDE EQUIPMENT INC,2016-02-29,25,2,ERNIE HILDEBRANDT,,BC UNITED,,
RIVERSIDE EQUIPMENT INC,2016-02-29,725,2,ERNIE HILDEBRANDT,,BC UNITED,,
RIVERSIDE EQUIPMENT INC,2016-06-30,1000,2,ERNIE HILDEBRANDT,,BC UNITED,,
RJ LEGER CGA LTD,2016-03-18,300,2,,,BC UNITED,,
RJR FARMS LTD,2016-02-26,5000,2,,,BC UNITED,,
RLD STRATEGIES LTD,2016-06-17,200,2,,,BC UNITED,,
RLD STRATEGIES LTD,2016-02-12,1250,2,,,BC UNITED,,
RMR MANAGEMENT,2016-11-15,1000,2,,,BC UNITED,,
ROADHOUSE INTERACTIVE LTD,2016-05-31,150,2,JAMES HURSTHOUSE,,BC UNITED,,
ROADHOUSE INTERACTIVE LTD,2016-07-31,500,2,JAMES HURSTHOUSE,,BC UNITED,,
ROADHOUSE INTERACTIVE LTD,2016-05-31,1000,2,JAMES HURSTHOUSE,,BC UNITED,,
ROBERT LEE LTD,2016-02-26,1000,2,ROBERT LEE,,BC UNITED,,
ROBERT LEE LTD,2016-11-28,1500,2,ROBERT LEE,,BC UNITED,,
ROCK SOLID BUSINESS COACHING INC,2016-11-09,1600,2,,,BC UNITED,,
ROCKWELL PLACEMENT AGENCIES,2016-07-19,500,2,,,BC UNITED,,
ROCKY MOUNTAINEER VACATIONS LTD,2016-11-18,3398,2,PETER ARMSTRONG,MICHAEL PHILLIPS,BC UNITED,,
ROCKY MOUNTAINEER VACATIONS LTD,2016-04-22,4500,2,PETER ARMSTRONG,MICHAEL PHILLIPS,BC UNITED,,
ROCKY MOUNTAINEER VACATIONS LTD,2016-09-12,4500,2,PETER ARMSTRONG,MICHAEL PHILLIPS,BC UNITED,,
ROC-STAR ENTERPRISES LTD,2016-07-25,2500,2,,,BC UNITED,,
ROGERS COMMUNICATIONS INC,2016-11-21,5000,2,PHILIP B LIND,NANCY BROWN,BC UNITED,,
ROGERS COMMUNICATIONS INC,2016-12-31,15000,2,,,BC UNITED,,
ROGERS GROUP OF COMPANIES INC,2016-12-12,300,2,PHILIP LIND,,BC UNITED,,
ROGERS GROUP OF COMPANIES INC,2016-11-15,500,2,PHILIP LIND,,BC UNITED,,
ROGERS GROUP OF COMPANIES INC,2016-11-15,3000,2,PHILIP LIND,,BC UNITED,,
ROGERS GROUP OF COMPANIES INC,2016-05-06,10000,2,PHILIP LIND,,BC UNITED,,
ROJO ENTERPRISES LTD,2016-06-03,2500,2,,,BC UNITED,,
ROJO HOLDINGS LTD,2016-02-12,2500,2,,,BC UNITED,,
ROJO HOLDINGS LTD,2016-03-18,2500,2,,,BC UNITED,,
ROSCH INVESTMENTS LTD,2016-05-13,1150,2,,,BC UNITED,,
ROSE GATE DAIRY FARMS LTD,2016-11-15,300,2,,,BC UNITED,,
ROSEDEER STRATEGIES INC,2016-11-03,300,2,MIKE MCDONALD,,BC UNITED,,
ROSEDEER STRATEGIES INC,2016-12-31,2520,2,MIKE MCDONALD,,BC UNITED,,
ROSE-MARY LIU BASHAM QC LAW CORP,2016-11-03,500,2,,,BC UNITED,,
ROSS A MACDONALD LAW CORP,2016-10-21,2750,2,ROSS MACDONALD,,BC UNITED,,
ROWAN INDUSTRIES LTD,2016-10-11,600,2,,,BC UNITED,,
ROY A NIEUWENBURG LAW CORP,2016-02-26,500,2,,,BC UNITED,,
ROY A NIEUWENBURG LAW CORP,2016-11-15,1000,2,,,BC UNITED,,
ROYAL BANK OF CANADA,2016-05-27,1000,2,SCOTT MURRAY,,BC UNITED,,
ROYAL LEPAGE 100 MILE REALTY LTD,2016-09-26,5000,2,WAYNE WALKER,,BC UNITED,,
ROYAL PACIFIC REALTY CORP,2016-06-30,1500,2,ANDREW R PECK,,BC UNITED,,
ROYAL PACIFIC RIVERSIDE REALTY LTD,2016-04-15,3000,2,SING LIM YEO,,BC UNITED,,
RPMG HOLDINGS LTD,2016-02-26,100000,2,ROSSANO DE COTIIS,MORRIS DE COTIIS,BC UNITED,,
RUPERT DISPOSAL LTD,2016-12-05,500,2,,,BC UNITED,,
RUSTAD ENTERPRISES LTD,2016-07-13,500,2,JIM RUSTAD,,BC UNITED,,
RW SCHMUNK INSURANCE SERVICES LTD,2016-02-12,2500,2,,,BC UNITED,,
RYEBRIDGE CAPITAL CORP,2016-03-18,2500,2,,,BC UNITED,,
SAGEBRUSH GOLF AND SPORTING CLUB LTD,2016-09-12,1100,2,,,BC UNITED,,
SAGEBRUSH GOLF CLUB,2016-05-27,800,2,,,BC UNITED,,
SAKUNA NATURAL RESOURCES INC,2016-04-01,10000,2,,,BC UNITED,,
SALIANCE GLOBAL HOLDINGS CO LTD,2016-12-19,1000,2,,,BC UNITED,,
1057653 BC LTD BEIFANG EDUCATIONAL GROUP,2016-12-19,5000,2,JIANHONG HOU,SOLE PROPRIETOR,BC UNITED,,
1132485 AB LTD,2016-06-03,1500,2,MARK HIMMELSPACH,SOLE PROPRIETOR,BC UNITED,,
1520 HOLDINGS LTD,2016-07-29,3000,2,JOSEPH SEGAL,GARY SEGAL,BC UNITED,,
1856 HOLDINGS LTD,2016-07-29,4000,2,GARY SEGAL,LORNE SEGAL,BC UNITED,,
2 BAKER DEVELOPMENTS LTD,2016-07-08,500,2,,,BC UNITED,,
NEW LOOK INTERIORS LTD,2016-04-22,350,2,,,BC UNITED,,
NEWCASTLE ENGINEERING LTD,2016-12-19,200,2,,,BC UNITED,,
NEWCASTLE ENGINEERING LTD,2016-12-19,2400,2,,,BC UNITED,,
NEWGATE SANDY SHORES CAMPGOUND,2016-06-03,840,2,,,BC UNITED,,
NEXT ENVIRONMENTAL INC,2016-10-31,100,2,,,BC UNITED,,
NEXT ENVIRONMENTAL INC,2016-10-31,294,2,,,BC UNITED,,
NIEUW HOLDINGS LTD,2016-11-15,1000,2,,,BC UNITED,,
NIEUWCO ENTERPRISES LTD,2016-02-26,500,2,,,BC UNITED,,
NO 201 SEABRIGHT HOLDINGS LTD,2016-02-26,30000,2,MICHAEL AUDAIN,,BC UNITED,,
NOR LAND LTD,2016-08-12,4000,2,,,BC UNITED,,
NORMAR INDUSTRIES LTD,2016-03-24,500,2,GERRY TURCHAK,,BC UNITED,,
NORMAR INDUSTRIES LTD,2016-09-30,500,2,GERRY TURCHAK,,BC UNITED,,
NORTH ENDERBY TIMBER LTD,2016-04-15,250,2,,,BC UNITED,,
NORTH ENDERBY TIMBER LTD,2016-08-05,1000,2,,,BC UNITED,,
NORTH SHORE STUDIOS LTD,2016-07-06,400,2,PETER LEITCH,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-07-04,520,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-09-16,520,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-10-21,600,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-04-30,648,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-03-11,700,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-06-03,750,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-05-27,760,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-03-31,840,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-11-03,900,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-02-26,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-04-08,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-04-08,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-05-13,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-06-17,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-06-17,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-07-19,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-09-26,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-09-30,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-10-31,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-10-31,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-11-03,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-11-03,1000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-05-13,1080,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-01-15,1200,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-02-26,1200,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-12-30,1400,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-05-06,1500,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-06-24,1500,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-01-22,2000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-06-17,2000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-07-19,2000,2,SHIERA STUART,,BC UNITED,,
GATEWAY CASINOS AND ENTERTAINMENT LTD,2016-11-03,2400,2,SHIERA STUART,,BC UNITED,,
338446 BC LTD  DBA BELKORP INDUSTRIES,2016-04-15,10000,2,THOMAS LINDSAY,MICHAEL HESKIN,BC UNITED,,
3530639 CANADA INC,2016-03-04,9000,2,SAM GRIPPO,MARVIN G HAASE,BC UNITED,,
359664 BC LTD,2016-04-29,1500,2,BENNIE YUNG,MATTHEW YUNG,BC UNITED,,
361036 BC LTD,2016-02-26,1150,2,LILY LEE,SOLE PROPRIETOR,BC UNITED,,
390069 BC LTD,2016-06-24,500,2,PETER GUICHON,SOLE PROPRIETOR,BC UNITED,,
423960 BC LTD,2016-12-19,800,2,RONALD SMITH,CAROL ANNE SMITH,BC UNITED,,
453821 BC LTD,2016-09-30,300,2,ROBERT A COLE,JEANNE COLE,BC UNITED,,
453821 BC LTD,2016-07-25,1500,2,ROBERT A COLE,JEANNE COLE,BC UNITED,,
462284 BC LTD,2016-02-12,2500,2,JAGMOHAN SINGH,,BC UNITED,,
502178 BC LTD,2016-02-26,1150,2,DEREK LEE,ROBERT LEE,BC UNITED,,
503350 BC LTD,2016-08-05,500,2,BHUPINDER KOONER,,BC UNITED,,
515332 BC LTD,2016-12-19,776,2,NICHOLAS KAM,,BC UNITED,,
515332 BC LTD,2016-10-21,1000,2,NICHOLAS KAM,,BC UNITED,,
555625 BC LTD EXECUTIVE STRATEGIES,2016-02-12,2600,2,DARRELL ERT,DIERDRE ERT,BC UNITED,,
565957 BC LTD,2016-03-04,8500,2,SAM GRIPPO,BRUCE AUNGER,BC UNITED,,
569045 BC  LTD,2016-06-17,2000,2,NORMAN DALEY,ROBERT MUMFORD,BC UNITED,,
611216 BC LTD,2016-02-26,2500,2,JANET LANDUCCI,ROBERT LANDUCCI,BC UNITED,,
628032 BC LTD DBA MK DELTA LANDS GROUP,2016-03-18,4000,2,BRUCE BENT,DAVID SNELL,BC UNITED,,
6349099 CANADA LTD,2016-03-04,33000,2,SAM GRIPPO,DAVID RADLER,BC UNITED,,
639901 BC LTD,2016-11-28,10000,2,JEFFERY ARNOLD,SOLE PROPRIETOR,BC UNITED,,
78032 HOLDINGS LTD,2016-03-04,8500,2,SAM GRIPPO,DINO DI MARCO,BC UNITED,,
7-ELEVEN CANADA INC,2016-11-21,250,2,,,BC UNITED,,
7-ELEVEN CANADA INC,2016-09-13,1050,2,,,BC UNITED,,
7-ELEVEN CANADA INC,2016-09-13,2500,2,,,BC UNITED,,
7-ELEVEN CANADA INC,2016-09-16,4000,2,,,BC UNITED,,
A & T VENTURES LTD,2016-12-22,2500,2,,,BC UNITED,,
A WOOD BULLDOZING LTD,2016-09-13,500,2,,,BC UNITED,,
A&L AUTO SALES,2016-11-18,350,2,,,BC UNITED,,
ABBOTSFORD DUTY FREE SHOP INC,2016-02-12,1000,2,,,BC UNITED,,
ABIGAB ENTERPRISES LTD,2016-12-31,300,2,TIMOTHY DOWN,,BC UNITED,,
ABSOLUTE SPA LTD,2016-05-30,680,2,WENDY LISOGAR-COCCHIA,SERGIO COCCHIA,BC UNITED,,
ACADIA NORTHWEST MECHANICAL INC,2016-12-31,1000,2,GREG TOWNSEND,,BC UNITED,,
ACRES ENTERPRISES LTD,2016-06-17,2000,2,JASON PAIGE,,BC UNITED,,
ACRES ENTERPRISES LTD,2016-07-13,2000,2,JASON PAIGE,,BC UNITED,,
ACTIVE RENT-ALL (QUESNEL) LTD,2016-04-22,800,2,,,BC UNITED,,
ACTTON SUPER-SAVE GAS STATIONS LTD,2016-11-15,25000,2,,,BC UNITED,,
ADALARD HOLDINGS LTD,2016-06-17,600,2,,,BC UNITED,,
ADERA CAPITAL CORP INC,2016-06-30,5000,2,KEVIN MAHON,,BC UNITED,,
ADERA CAPITAL CORP INC,2016-06-30,7000,2,KEVIN MAHON,,BC UNITED,,
ADERA CAPITAL CORP INC,2016-02-26,7500,2,KEVIN MAHON,,BC UNITED,,
ADERA CONSTRUCTION LTD,2016-06-20,1500,2,KEVIN MAHON,,BC UNITED,,
ADERA DEVELOPMENT CORP LTD,2016-06-24,3500,2,KEVIN MAHON,,BC UNITED,,
ADERA DEVELOPMENT CORP LTD,2016-06-24,4000,2,KEVIN MAHON,,BC UNITED,,
ADERA DEVELOPMENT CORP LTD,2016-04-15,5000,2,KEVIN MAHON,,BC UNITED,,
ADERA DEVELOPMENT CORP LTD,2016-06-30,8000,2,KEVIN MAHON,,BC UNITED,,
ADERA FACILITIES INC,2016-06-30,5000,2,KEVIN MAHON,,BC UNITED,,
ADERA REALTY CORP,2016-06-30,6000,2,KEVIN MAHON,,BC UNITED,,
ADVANCE FLOORING INC,2016-05-27,7500,2,,,BC UNITED,,
AEEROWORLD AVIATION NORTH AMERICA,2016-12-22,1000,2,,,BC UNITED,,
AEL HOLDINGS LTD,2016-03-04,7500,2,SAM GRIPPO,,BC UNITED,,
AFC CONSTRUCTION & HOLDINGS INC,2016-06-03,500,2,,,BC UNITED,,
AI KANG CAPITAL INC,2016-12-19,5000,2,,,BC UNITED,,
ALAN C REDDING INC,2016-06-17,300,2,,,BC UNITED,,
ALCA CONSULTING INC,2016-12-31,170,2,PEGGY ALCA,,BC UNITED,,
ALCA CONSULTING INC,2016-07-31,200,2,PEGGY ALCA,,BC UNITED,,
ALCOR COMMERCIAL REALTY INC,2016-09-30,300,2,AARON BURRY,,BC UNITED,,
ALL NORTH CONSULTANTS LTD,2016-04-30,900,2,LIA BERNAT,,BC UNITED,,
ALL SEASONS MUSHROOMS INC,2016-04-29,7500,2,,,BC UNITED,,
ALLARD CONTRACTORS LTD,2016-05-06,150,2,JAMES T ALLARD,,BC UNITED,,
ALLARD CONTRACTORS LTD,2016-06-03,2000,2,JAMES T ALLARD,,BC UNITED,,
ALLARD CONTRACTORS LTD,2016-05-13,10000,2,JAMES T ALLARD,,BC UNITED,,
ALLIANCE OF BEVERAGE LICENSEES INC,2016-06-24,250,2,MARIANA FIDDLER,JONATHAN CROSS,BC UNITED,,
ALLIANCE OF BEVERAGE LICENSEES INC,2016-06-24,1000,2,MARIANA FIDDLER,JONATHAN CROSS,BC UNITED,,
ALLIANCE OF BEVERAGE LICENSEES INC,2016-11-28,2500,2,MARIANA FIDDLER,JONATHAN CROSS,BC UNITED,,
ALLIANCE OF BEVERAGE LICENSEES INC,2016-06-24,4000,2,MARIANA FIDDLER,JONATHAN CROSS,BC UNITED,,
ALLIANCE OF BEVERAGE LICENSEES INC,2016-02-26,5000,2,MARIANA FIDDLER,JONATHAN CROSS,BC UNITED,,
ALLNORTH CONSULTANTS LTD,2016-05-31,1000,2,,,BC UNITED,,
ALLWOOD DEVELOPMENT LTD,2016-08-05,1000,2,,,BC UNITED,,
ALOUETTE ANIMAL HOSPITAL (1995) LTD,2016-09-30,300,2,,,BC UNITED,,
ALPHA AVIATION INC,2016-05-06,1500,2,,,BC UNITED,,
ALPI GROUP INC,2016-04-08,300,2,,,BC UNITED,,
ALPINE EVERGREEN,2016-02-29,600,2,,,BC UNITED,,
ALPINE GROUP OF COMPANIES,2016-01-01,1250,2,JERRY ELLIOT,STEWART YOUNG,BC UNITED,,
ALPINE GROUP OF COMPANIES,2016-01-01,15000,2,JERRY ELLIOT,STEWART YOUNG,BC UNITED,,
ALTAGAS LTD,2016-01-31,400,2,ANDREA VUKELIC,,BC UNITED,,
ALTAGAS LTD,2016-01-15,875,2,ANDREA VUKELIC,,BC UNITED,,
ALTAGAS LTD,2016-11-30,1000,2,ANDREA VUKELIC,,BC UNITED,,
ALTAGAS LTD,2016-10-30,1200,2,ANDREA VUKELIC,,BC UNITED,,
ALTAGAS LTD,2016-02-29,1500,2,ANDREA VUKELIC,,BC UNITED,,
ALTAGAS LTD,2016-05-31,2000,2,ANDREA VUKELIC,,BC UNITED,,
ALTAGAS LTD,2016-10-30,2250,2,ANDREA VUKELIC,,BC UNITED,,
ALTAGAS LTD,2016-07-27,2500,2,ANDREA VUKELIC,,BC UNITED,,
ALTAGAS LTD,2016-12-16,7228.48,2,ANDREA VUKELIC,,BC UNITED,,
ALTAGAS LTD,2016-04-01,10000,2,ANDREA VUKELIC,,BC UNITED,,
AMARC RESOURCES LTD,2016-10-11,1000,2,,,BC UNITED,,
AMC INSURANCE SERVICES LTD,2016-11-15,1000,2,,,BC UNITED,,
AMERICAN INVESTMENTS LTD,2016-09-30,2000,2,JOHN BARR,,BC UNITED,,
ANDREW PELLER LTD,2016-04-29,750,2,JOHN PELLER,PAT RUDDLE,BC UNITED,,
ANDREW PELLER LTD,2016-04-30,1000,2,JOHN PELLER,PAT RUDDLE,BC UNITED,,
ANDREW PELLER LTD,2016-08-23,5000,2,JOHN PELLER,PAT RUDDLE,BC UNITED,,
ANDREW SHERET LTD,2016-06-13,500,2,,,BC UNITED,,
ANNA SYLWESTROWICZ MD INC,2016-01-01,750,2,ANNA SYLWESTROWICZ,,BC UNITED,,
ANNEGRETES CHOCOLATES,2016-12-30,1050,2,,,BC UNITED,,
ANSATEL COMMUNICATIONS INC,2016-02-02,2000,2,,,BC UNITED,,
ANSON REALTY LTD,2016-11-15,776,2,STEPHEN KWOK,,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-10-11,1000,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-12-19,1000,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-11-21,1200,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-12-31,1500,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-07-12,2000,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-02-26,2500,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-06-24,3500,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-10-11,4000,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-07-06,4500,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
ANTHEM PROPERTIES CORP LTD,2016-03-04,5000,2,ERIC CARLSON,DAVID FERGUSON,BC UNITED,,
DORBEE INVESTMENTS INC,2016-12-31,1100,2,,,BC UNITED,,
DR D BAUER & DR S SCHNARR OPTOMETRIC INCORP,2016-12-31,595,2,,,BC UNITED,,
DR D MACRITCHIE INC,2016-06-30,300,2,ELIZABETH MACRITCHIE,,BC UNITED,,
DR DARRY SANDHU INC,2016-12-12,1000,2,,,BC UNITED,,
