DateTime,Occurred_Time_From,Description,district,100 Block,Lat,Long
10-14-11 7:10 PM,1910,THEFT BICYCLE UNDER $5000,2,100 KEEFER ST,49.2792552,-123.1044556
10-14-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,0 W 1ST AVE,49.2701772,-123.1046174
10-14-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,4,100 W 39TH AVE,49.2355737,-123.1080825
10-15-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,3300 ONTARIO ST,49.2557556,-123.1049631
10-15-11 10:00 AM,1000,THEFT BICYCLE UNDER $5000,1,8500 STANLEY PARK DR,49.2935334,-123.1479168
10-15-11 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,1900 COMOX ST,49.2897136,-123.141332
10-15-11 3:05 PM,1505,THEFT BICYCLE UNDER $5000,1,2000 BEACH AVE,49.2911441,-123.1474678
10-15-11 3:56 PM,1556,THEFT BICYCLE UNDER $5000,4,2200 CAMBIE ST,49.2659217,-123.1147031
10-15-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,2000 TRAFALGAR ST,49.2683372,-123.1645268
10-15-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,4,BAYSWATER ST / W 4TH AVE,49.268416,-123.1710724
10-15-11 8:43 PM,2043,THEFT BICYCLE UNDER $5000,2,2200 COMMERCIAL DR,49.2650242,-123.0696911
10-16-11 7:00 AM,700,THEFT BICYCLE OVER $5000,4,700 W 66TH AVE,49.2111273,-123.1221618
10-16-11 10:00 AM,1000,THEFT BICYCLE UNDER $5000,2,E GEORGIA ST / MAIN ST,49.2785794,-123.0997749
10-16-11 2:20 PM,1420,THEFT BICYCLE UNDER $5000,4,1200 W 10TH AVE,49.2625155,-123.1315043
10-16-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,600 W BROADWAY AVE,49.2632512,-123.1176145
10-16-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,HOMER ST / W GEORGIA ST,49.2805995,-123.1151895
10-16-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,1800 W 4TH AVE,49.2680105,-123.1458383
10-17-11 4:30 PM,1630,THEFT BICYCLE UNDER $5000,4,2400 CAMBIE ST,49.2642358,-123.1146677
10-17-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,1000 W BROADWAY AVE,49.2633467,-123.1266818
10-17-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,GRANVILLE ST / W HASTINGS ST,49.2853053,-123.1138632
10-17-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,2,1800 E PENDER ST,49.2802712,-123.0682775
10-18-11 4:00 AM,400,THEFT BICYCLE UNDER $5000,3,1100 E 10TH AVE,49.2614268,-123.0812834
10-18-11 7:30 AM,730,THEFT BICYCLE UNDER $5000,4,5500 ONTARIO ST,49.2341307,-123.1055893
10-18-11 6:30 PM,1830,THEFT BICYCLE UNDER $5000,3,0 KINGSWAY,49.26461,-123.10108
10-18-11 6:45 PM,1845,THEFT BICYCLE UNDER $5000,1,200 W PENDER ST,49.2812313,-123.1083844
10-18-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,100 POWELL ST,49.2832272,-123.102053
10-18-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,1,ROBSON ST / CAMBIE ST,49.2782102,-123.1149521
10-19-11 3:30 PM,1530,THEFT BICYCLE UNDER $5000,1,HOMER ST / W GEORGIA ST,49.2805995,-123.1151895
10-19-11 4:15 PM,1615,THEFT BICYCLE UNDER $5000,1,300 W GEORGIA ST,49.2799928,-123.1145652
10-20-11 7:45 AM,745,THEFT BICYCLE UNDER $5000,4,1900 WHYTE AVE,49.2753421,-123.1476098
10-20-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,2200 W 7TH AVE,49.2656053,-123.1553283
10-21-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,3500 W 31ST AVE,49.244235,-123.1819462
10-21-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,300 W GEORGIA ST,49.2799928,-123.1145652
10-21-11 2:30 PM,1430,THEFT BICYCLE UNDER $5000,3,100 E BROADWAY AVE,49.2629581,-123.1030492
10-21-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,500 PRIOR ST,49.2766451,-123.0937239
10-22-11 2:00 AM,200,THEFT BICYCLE UNDER $5000,4,3300 W 8TH AVE,49.2650971,-123.177716
10-22-11 8:30 AM,830,THEFT BICYCLE UNDER $5000,4,400 W 63RD AVE,49.2131775,-123.1167483
10-22-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,4,4800 QUEBEC ST,49.2421235,-123.102678
10-22-11 8:30 PM,2030,THEFT BICYCLE UNDER $5000,4,400 SW MARINE DR,49.2114178,-123.1126578
10-22-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,W 4TH AVE / TRAFALGAR ST,49.2683413,-123.1645454
10-23-11 3:05 PM,1505,THEFT BICYCLE UNDER $5000,2,MAIN ST / E HASTINGS ST,49.2813379,-123.0996491
10-23-11 3:20 PM,1520,THEFT BICYCLE UNDER $5000,2,700 MAIN ST,49.2782798,-123.0997581
10-23-11 5:28 PM,1728,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W BROADWAY AVE,49.2632359,-123.1150281
10-24-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,2200 CORNWALL AVE,49.2725687,-123.1549989
10-24-11 2:02 AM,202,THEFT BICYCLE UNDER $5000,4,3400 W 14TH AVE,49.2597599,-123.1800104
10-24-11 5:00 AM,500,THEFT BICYCLE UNDER $5000,1,500 GRANVILLE ST,49.2846432,-123.114872
10-24-11 8:30 AM,830,THEFT BICYCLE UNDER $5000,4,1300 W 7TH AVE,49.2652677,-123.1337932
10-24-11 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,W GEORGIA ST / HORNBY ST,49.28377,-123.1200903
10-24-11 9:30 AM,930,THEFT BICYCLE UNDER $5000,4,1300 W 7TH AVE,49.2652677,-123.1337932
10-24-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,SEYMOUR ST / DUNSMUIR ST,49.2829861,-123.1154242
10-25-11 7:00 AM,700,THEFT BICYCLE UNDER $5000,1,600 CITADEL PRDE,49.2793856,-123.1101803
10-25-11 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,1000 DAVIE ST,49.2791435,-123.1292989
10-25-11 3:00 PM,1500,THEFT BICYCLE UNDER $5000,2,1300 MAIN ST,49.2720331,-123.0999673
10-25-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,1800 ANDERSON ST,49.2691414,-123.13802
10-25-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,100 W BROADWAY AVE,49.2630401,-123.1069558
10-25-11 10:30 PM,2230,THEFT BICYCLE UNDER $5000,2,400 JACKSON AVE,49.2811841,-123.0933989
10-26-11 4:00 AM,400,THEFT BICYCLE UNDER $5000,2,1500 MAIN ST,49.2716061,-123.100142
10-26-11 7:30 AM,730,THEFT BICYCLE UNDER $5000,4,2400 CORNWALL AVE,49.2726599,-123.1597369
10-26-11 3:48 PM,1548,THEFT BICYCLE UNDER $5000,1,500 BROUGHTON ST,49.2899648,-123.1267965
10-26-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,300 RAILWAY ST,49.2843233,-123.0977584
10-26-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,2,2000 FRANKLIN ST,49.2821264,-123.0635118
10-26-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,1,1100 DAVIE ST,49.2804972,-123.131329
10-27-11 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,1300 BROUGHTON ST,49.2830014,-123.137342
10-27-11 4:52 PM,1652,THEFT BICYCLE UNDER $5000,1,THURLOW ST / DAVIE ST,49.2803931,-123.1311967
10-27-11 6:30 PM,1830,THEFT BICYCLE UNDER $5000,2,0 WATER ST,49.2834932,-123.10441
10-27-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,3,3200 E 58TH AVE,49.2171739,-123.0391689
10-28-11 9:00 AM,900,THEFT BICYCLE UNDER $5000,4,2100 TRAFALGAR ST,49.267458,-123.1645292
10-28-11 11:45 AM,1145,THEFT BICYCLE UNDER $5000,99,1 NK_LOC,, 
10-28-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,3,6100 FRASER ST,49.2292235,-123.0906351
10-29-11 11:55 AM,1155,THEFT BICYCLE UNDER $5000,4,1700 W 4TH AVE,49.2679703,-123.1433382
10-29-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,2300 W 7TH AVE,49.2656324,-123.1574881
10-29-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,3,5300 CULLODEN ST,49.2368301,-123.0782407
10-29-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,3,400 E 10TH AVE,49.2615798,-123.0960305
10-30-11 1:00 PM,1300,THEFT BICYCLE UNDER $5000,2,W PENDER ST / SHANGHAI ALLY,49.280603,-123.1049009
10-30-11 2:00 PM,1400,THEFT BICYCLE UNDER $5000,3,200 E 11TH AVE,49.261103,-123.1009421
10-31-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,3700 W 6TH AVE,49.2669023,-123.1858563
10-31-11 8:30 AM,830,THEFT BICYCLE UNDER $5000,2,ABBOTT ST / W HASTINGS ST,49.282003,-123.1072
10-31-11 5:23 PM,1723,THEFT BICYCLE UNDER $5000,1,400 W GEORGIA ST,49.2809201,-123.1157113
10-31-11 9:30 PM,2130,THEFT BICYCLE UNDER $5000,1,600 CAMBIE ST,49.2803957,-123.1116641
10-31-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,3,6500 RUPERT ST,49.2247526,-123.0441406
2011-01-11 0:00,0,THEFT BICYCLE UNDER $5000,4,2200 W 7TH AVE,49.2656053,-123.1553283
2011-01-11 6:00,600,THEFT BICYCLE UNDER $5000,1,300 W GEORGIA ST,49.2799928,-123.1145652
2011-01-11 8:00,800,THEFT BICYCLE UNDER $5000,3,4800 SLOCAN ST,49.2415045,-123.0525335
2011-01-11 9:00,900,THEFT BICYCLE UNDER $5000,1,500 W HASTINGS ST,49.2840565,-123.1119757
2011-01-11 13:23,1323,THEFT BICYCLE OVER $5000,1,1400 W PENDER ST,49.2895321,-123.1273411
2011-01-11 13:25,1325,THEFT BICYCLE UNDER $5000,3,5300 OBEN ST,49.2340687,-123.0270049
2011-01-11 15:00,1500,THEFT BICYCLE UNDER $5000,1,300 W GEORGIA ST,49.2799928,-123.1145652
2011-01-11 16:57,1657,THEFT BICYCLE UNDER $5000,1,1700 W GEORGIA ST,49.2924008,-123.1334396
2011-01-11 18:00,1800,THEFT BICYCLE UNDER $5000,4,8600 OSLER ST,49.2345471,-123.1303161
2011-02-11 9:00,900,THEFT BICYCLE UNDER $5000,1,W GEORGIA ST / RICHARDS ST,49.2812317,-123.1161654
2011-03-11 11:00,1100,THEFT BICYCLE UNDER $5000,2,600 CAMPBELL AVE,49.2789001,-123.0847549
2011-03-11 14:30,1430,THEFT BICYCLE UNDER $5000,3,600 E 8TH AVE,49.2634488,-123.0908551
2011-04-11 12:00,1200,THEFT BICYCLE UNDER $5000,4,2000 PINE ST,49.2670962,-123.1432449
2011-04-11 13:00,1300,THEFT BICYCLE UNDER $5000,4,2100 YORK AVE,49.2716477,-123.1526404
2011-04-11 18:00,1800,THEFT BICYCLE UNDER $5000,4,1400 W 14TH AVE,49.2588554,-123.1361532
2011-05-11 0:00,0,THEFT BICYCLE UNDER $5000,1,1600 COMOX ST,49.2865745,-123.1364635
2011-05-11 10:15,1015,THEFT BICYCLE UNDER $5000,4,2700 LAUREL ST,49.2615307,-123.1253629
2011-05-11 17:00,1700,THEFT BICYCLE UNDER $5000,3,200 E 6TH AVE,49.2654958,-123.1008061
2011-06-11 22:00,2200,THEFT BICYCLE UNDER $5000,3,1500 E 22ND AVE,49.2503825,-123.0733171
2011-07-11 0:00,0,THEFT BICYCLE UNDER $5000,3,700 E 20TH AVE,49.2528137,-123.089993
2011-07-11 17:00,1700,THEFT BICYCLE UNDER $5000,1,900 BURRARD ST,49.281874,-123.124402
2011-08-11 10:00,1000,THEFT BICYCLE UNDER $5000,4,7200 GRANVILLE ST,49.2207468,-123.1400746
2011-08-11 11:00,1100,THEFT BICYCLE UNDER $5000,4,0 W 48TH AVE,49.2267156,-123.1059484
2011-09-11 12:30,1230,THEFT BICYCLE UNDER $5000,2,ALEXANDER ST / GORE AVE,49.2840674,-123.0978665
2011-10-11 9:00,900,THEFT BICYCLE UNDER $5000,1,800 ROBSON ST,49.2823287,-123.1213064
2011-10-11 19:00,1900,THEFT BICYCLE UNDER $5000,4,2200 W 5TH AVE,49.2673046,-123.15527
2011-11-11 10:00,1000,THEFT BICYCLE UNDER $5000,2,300 E HASTINGS ST,49.2812844,-123.0973722
2011-11-11 20:00,2000,THEFT BICYCLE UNDER $5000,3,2200 E 46TH AVE,49.2284983,-123.0613135
2011-11-11 20:00,2000,THEFT BICYCLE UNDER $5000,4,3300 W 3RD AVE,49.2693879,-123.1777674
2011-12-11 12:00,1200,THEFT BICYCLE UNDER $5000,3,0 E 15TH AVE,49.2575491,-123.1050407
2011-12-11 15:00,1500,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
11-13-11 1:00 AM,100,THEFT BICYCLE UNDER $5000,2,100 E PENDER ST,49.2804197,-123.1021777
11-13-11 1:00 AM,100,THEFT BICYCLE UNDER $5000,1,1800 NELSON ST,49.2894201,-123.1387184
11-13-11 2:33 PM,1433,THEFT BICYCLE UNDER $5000,1,1200 W GEORGIA ST,49.2871794,-123.1253727
11-13-11 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,GRANVILLE ST / W GEORGIA ST,49.2825018,-123.1181052
11-13-11 7:16 PM,1916,THEFT BICYCLE UNDER $5000,3,700 E 20TH AVE,49.2528137,-123.089993
11-14-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,500 RUPERT ST,49.2802082,-123.0335785
11-14-11 8:30 AM,830,THEFT BICYCLE UNDER $5000,2,0 W PENDER ST,49.2805977,-123.1049393
11-14-11 9:25 AM,925,THEFT BICYCLE UNDER $5000,4,800 W BROADWAY AVE,49.263321,-123.1219436
11-14-11 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,PINE ST / W 4TH AVE,49.2679805,-123.1432219
11-15-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,100 KEEFER PL,49.2798055,-123.1082595
11-15-11 2:07 PM,1407,THEFT BICYCLE UNDER $5000,4,3400 W 8TH AVE,49.2651427,-123.1799212
11-15-11 4:20 PM,1620,THEFT BICYCLE UNDER $5000,1,100 ROUNDHOUSE MEWS,49.272956,-123.1222652
11-15-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,1700 COMOX ST,49.2877076,-123.1381933
11-16-11 11:45 AM,1145,THEFT BICYCLE UNDER $5000,1,BURRARD ST / W HASTINGS ST,49.2871235,-123.1170166
11-17-11 6:56 AM,656,THEFT BICYCLE UNDER $5000,4,1300 W 8TH AVE,49.264422,-123.1338099
11-17-11 2:15 PM,1415,THEFT BICYCLE UNDER $5000,1,1000 HOMER ST,49.2773369,-123.1201873
11-17-11 2:54 PM,1454,THEFT BICYCLE UNDER $5000,3,6100 PRINCE ALBERT ST,49.2290338,-123.0878726
11-17-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,3700 W 22ND AVE,49.2528742,-123.1864287
11-18-11 8:30 AM,830,THEFT BICYCLE UNDER $5000,4,6100 CAMBIE ST,49.2298183,-123.1162066
11-18-11 1:35 PM,1335,THEFT BICYCLE UNDER $5000,1,DAVIE ST / HOWE ST,49.2778181,-123.1272441
11-18-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,300 W GEORGIA ST,49.2799928,-123.1145652
11-18-11 5:30 PM,1730,THEFT BICYCLE UNDER $5000,3,800 E BROADWAY AVE,49.2623144,-123.0870199
11-19-11 10:30 AM,1030,THEFT BICYCLE UNDER $5000,1,HOMER ST / W GEORGIA ST,49.2805995,-123.1151895
11-19-11 12:30 PM,1230,THEFT BICYCLE UNDER $5000,3,1700 E BROADWAY AVE,49.2622361,-123.0680846
11-19-11 5:15 PM,1715,THEFT BICYCLE UNDER $5000,3,3600 VANNESS AVE,49.2361093,-123.0272798
11-19-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,3,E BROADWAY AVE / COMMERCIAL DR,49.2623855,-123.0697676
11-20-11 1:00 AM,100,THEFT BICYCLE UNDER $5000,1,400 W HASTINGS ST,49.28342,-123.1109944
11-20-11 11:00 AM,1100,THEFT BICYCLE UNDER $5000,1,800 NELSON ST,49.2799311,-123.1241109
11-20-11 6:30 PM,1830,THEFT BICYCLE UNDER $5000,1,1600 BURNABY ST,49.2845566,-123.139824
11-21-11 1:30 PM,1330,THEFT BICYCLE UNDER $5000,2,300 MAIN ST,49.2822385,-123.0995922
11-21-11 3:45 PM,1545,THEFT BICYCLE UNDER $5000,4,1000 W 10TH AVE,49.2624445,-123.1267336
11-21-11 5:30 PM,1730,THEFT BICYCLE UNDER $5000,3,0 KINGSWAY,49.26461,-123.10108
11-21-11 7:35 PM,1935,THEFT BICYCLE UNDER $5000,1,900 DAVIE ST,49.2784346,-123.1281951
11-22-11 7:30 AM,730,THEFT BICYCLE UNDER $5000,1,1000 NICOLA ST,49.2865823,-123.1342915
11-22-11 11:00 AM,1100,THEFT BICYCLE UNDER $5000,4,3100 W 7TH AVE,49.2658949,-123.1739271
11-22-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,1900 CREELMAN AVE,49.2744516,-123.1478184
11-23-11 7:14 PM,1914,THEFT BICYCLE UNDER $5000,2,100 W HASTINGS ST,49.2820148,-123.1073258
11-23-11 7:40 PM,1940,THEFT BICYCLE UNDER $5000,4,2700 W BROADWAY AVE,49.2640506,-123.1665841
11-23-11 11:01 PM,2301,THEFT BICYCLE UNDER $5000,1,1600 PENDRELL ST,49.2868742,-123.1391503
11-24-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,3,2700 E KENT AVE N,49.2057924,-123.0569576
11-24-11 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,PACIFIC ST / RICHARDS ST,49.2737199,-123.127502
11-24-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,2,1500 CHARLES ST,49.2730629,-123.0732563
11-24-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,3400 SOPHIA ST,49.2547405,-123.0984751
11-25-11 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 41ST AVE,49.2336097,-123.1160487
11-25-11 10:00 PM,2200,THEFT BICYCLE UNDER $5000,2,2200 E GEORGIA ST,49.2782799,-123.0577882
11-27-11 4:30 PM,1630,THEFT BICYCLE UNDER $5000,1,GRANVILLE ST / W GEORGIA ST,49.2825018,-123.1181052
11-27-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,700 E HASTINGS ST,49.2811457,-123.0894699
11-27-11 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,600 CITADEL PRDE,49.2793856,-123.1101803
11-27-11 10:19 PM,2219,THEFT BICYCLE UNDER $5000,2,MAIN ST / E HASTINGS ST,49.2813379,-123.0996491
11-28-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,2900 W 4TH AVE,49.2683885,-123.1701235
11-28-11 12:57 AM,57,THEFT BICYCLE UNDER $5000,2,POWELL ST / DUNLEVY AVE,49.2831261,-123.0953084
11-28-11 6:00 AM,600,THEFT BICYCLE UNDER $5000,4,1900 WHYTE AVE,49.2753421,-123.1476098
11-28-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,3,0 E 10TH AVE,49.2620639,-123.1047406
11-29-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,100 KEEFER PL,49.2798055,-123.1082595
11-29-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,2100 YORK AVE,49.2716477,-123.1526404
11-29-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,1800 COMOX ST,49.2886224,-123.1396055
11-30-11 10:18 AM,1018,THEFT BICYCLE UNDER $5000,2,100 KEEFER PL,49.2798055,-123.1082595
11-30-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,300 E 20TH AVE,49.2529373,-123.0986772
11-30-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,1700 COMOX ST,49.2877076,-123.1381933
11-30-11 9:00 PM,2100,THEFT BICYCLE UNDER $5000,2,600 E HASTINGS ST,49.2811859,-123.0914051
11-30-11 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,1800 W 7TH AVE,49.2654677,-123.1466741
2012-01-11 14:00,1400,THEFT BICYCLE UNDER $5000,1,800 SEYMOUR ST,49.2806667,-123.1189034
2012-01-11 16:45,1645,THEFT BICYCLE UNDER $5000,3,1900 ARGYLE DR,49.2196872,-123.0675289
2012-02-11 8:03,803,THEFT BICYCLE UNDER $5000,4,900 W 38TH AVE,49.2366646,-123.125717
2012-02-11 17:00,1700,THEFT BICYCLE UNDER $5000,3,2400 MAIN ST,49.2637012,-123.1008467
2012-02-11 17:30,1730,THEFT BICYCLE UNDER $5000,4,200 W 8TH AVE,49.263857,-123.1095229
2012-03-11 1:40,140,THEFT BICYCLE UNDER $5000,1,900 CARDERO ST,49.2887016,-123.1333869
2012-03-11 6:30,630,THEFT BICYCLE UNDER $5000,4,3000 W BROADWAY AVE,49.264145,-123.1721584
2012-03-11 18:30,1830,THEFT BICYCLE UNDER $5000,1,BROUGHTON ST / BURNABY ST,49.2830133,-123.1373503
2012-03-11 20:00,2000,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
2012-03-11 23:00,2300,THEFT BICYCLE UNDER $5000,4,1900 W 7TH AVE,49.2654926,-123.148168
2012-04-11 0:00,0,THEFT BICYCLE UNDER $5000,2,1600 ADANAC ST,49.2775879,-123.0726304
2012-04-11 0:00,0,THEFT BICYCLE UNDER $5000,1,2000 PENDRELL ST,49.2898786,-123.1437086
2012-04-11 0:00,0,THEFT BICYCLE UNDER $5000,1,2000 PENDRELL ST,49.2898786,-123.1437086
2012-04-11 12:00,1200,THEFT BICYCLE UNDER $5000,1,DUNSMUIR ST / RICHARDS ST,49.2823659,-123.1144727
2012-05-11 9:00,900,THEFT BICYCLE UNDER $5000,1,DUNSMUIR ST / SEYMOUR ST,49.2829861,-123.1154242
2012-05-11 15:43,1543,THEFT BICYCLE UNDER $5000,4,2200 CAMBIE ST,49.2659217,-123.1147031
2012-05-11 17:30,1730,THEFT BICYCLE UNDER $5000,4,2300 W 3RD AVE,49.2691155,-123.1573706
2012-06-11 12:00,1200,THEFT BICYCLE UNDER $5000,4,2300 CORNWALL AVE,49.2725899,-123.1574655
2012-06-11 17:00,1700,THEFT BICYCLE UNDER $5000,1,800 HORNBY ST,49.282123,-123.121993
2012-07-11 0:00,0,THEFT BICYCLE UNDER $5000,4,2400 YORK AVE,49.2717688,-123.1596489
2012-07-11 1:05,105,THEFT BICYCLE UNDER $5000,4,W BROADWAY AVE / HEATHER ST,49.2632911,-123.1198751
2012-07-11 12:00,1200,THEFT BICYCLE UNDER $5000,4,1600 JOHNSTON ST,49.2719744,-123.135084
2012-07-11 18:30,1830,THEFT BICYCLE UNDER $5000,4,2100 W 4TH AVE,49.2681515,-123.1529061
2012-07-11 19:00,1900,THEFT BICYCLE UNDER $5000,1,1100 W PENDER ST,49.2875563,-123.1205657
2012-07-11 21:31,2131,THEFT BICYCLE UNDER $5000,1,700 DRAKE ST,49.2761276,-123.1278442
2012-07-11 22:00,2200,THEFT BICYCLE UNDER $5000,4,2400 YORK AVE,49.2717688,-123.1596489
2012-08-11 10:00,1000,THEFT BICYCLE UNDER $5000,3,E BROADWAY AVE / KINGSWAY,49.2527522,-122.7622812
2012-08-11 16:00,1600,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W BROADWAY AVE,49.2632359,-123.1150281
2012-11-11 16:41,1641,THEFT BICYCLE UNDER $5000,3,1700 E BROADWAY AVE,49.2622361,-123.0680846
2012-12-11 8:00,800,THEFT BICYCLE UNDER $5000,2,100 KEEFER PL,49.2798055,-123.1082595
2012-12-11 16:00,1600,THEFT BICYCLE UNDER $5000,1,900 BURRARD ST,49.281874,-123.124402
12-13-11 5:45 PM,1745,THEFT BICYCLE UNDER $5000,3,E BROADWAY AVE / COMMERCIAL DR,49.2623855,-123.0697676
12-14-11 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,200 W 12TH AVE,49.2603276,-123.1094301
12-15-11 8:00 AM,800,THEFT BICYCLE UNDER $5000,1,600 W WATERFRONT RD,49.2885464,-123.1187093
12-15-11 11:00 AM,1100,THEFT BICYCLE UNDER $5000,3,2000 SCOTIA ST,49.2673714,-123.0986943
12-15-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,3,2800 MAIN ST,49.2601543,-123.100984
12-15-11 4:23 PM,1623,THEFT BICYCLE UNDER $5000,4,0 W 3RD AVE,49.2682939,-123.1047731
12-16-11 4:00 PM,1600,THEFT BICYCLE UNDER $5000,1,1100 JERVIS ST,49.2835051,-123.1338528
12-17-11 2:14 PM,1414,THEFT BICYCLE UNDER $5000,2,E 4TH AVE / COMMERCIAL DR,49.267095,-123.0696754
12-18-11 10:00 AM,1000,THEFT BICYCLE UNDER $5000,2,2200 ETON ST,49.287689,-123.0275517
12-18-11 11:30 AM,1130,THEFT BICYCLE UNDER $5000,4,1600 JOHNSTON ST,49.2719744,-123.135084
12-18-11 3:30 PM,1530,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 7TH AVE,49.2649139,-123.1146963
12-18-11 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,0 E 19TH AVE,49.2537519,-123.1046707
12-18-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,2100 BURRARD ST,49.2762989,-123.1332733
12-19-11 1:16 AM,116,THEFT BICYCLE UNDER $5000,4,2000 W 16TH AVE,49.2572328,-123.1506509
12-19-11 3:35 AM,335,THEFT BICYCLE UNDER $5000,1,2000 PENDRELL ST,49.2898786,-123.1437086
12-19-11 11:32 AM,1132,THEFT BICYCLE UNDER $5000,4,COLUMBIA ST / W 12TH AVE,49.2603387,-123.109561
12-19-11 11:00 PM,2300,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / CAMBIE STREET BRDG,49.2709026,-123.1148114
12-20-11 1:00 AM,100,THEFT BICYCLE UNDER $5000,4,3400 W 28TH AVE,49.2470816,-123.180112
12-20-11 9:00 AM,900,THEFT BICYCLE UNDER $5000,4,700 W BROADWAY AVE,49.2631613,-123.1200612
12-20-11 4:30 PM,1630,THEFT BICYCLE UNDER $5000,3,800 E 7TH AVE,49.2643118,-123.0870469
12-20-11 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,ASH ST / W 14TH AVE,49.2587864,-123.1176913
12-22-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,400 UNION ST,49.2775897,-123.0954449
12-23-11 8:00 AM,800,THEFT BICYCLE UNDER $5000,4,400 W BROADWAY AVE,49.2631852,-123.1129961
12-23-11 9:00 AM,900,THEFT BICYCLE UNDER $5000,2,100 W PENDER ST,49.2810407,-123.1083424
12-23-11 2:29 PM,1429,THEFT BICYCLE OVER $5000,4,4100 PRINCE EDWARD ST,49.2486471,-123.0967473
12-24-11 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,1100 NELSON ST,49.2824231,-123.1279187
12-25-11 4:30 PM,1630,THEFT BICYCLE UNDER $5000,2,1500 KITCHENER ST,49.2721712,-123.0733313
